Sample,kraken2_chocophlan,kraken2_refseqV93,kraken2_refseqV205,kraken2_refseqV208_nt,kraken2_minikraken,kraken2_standard_0521,kraken2_GTDBr202RefSeqV205
JGI_SRR033548,0.8888888888888888,0.7777777777777778,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
HMP_even_illum_SRR172902,0.9090909090909091,1.0,1.0,1.0,0.9090909090909091,0.9545454545454546,1.0
BMI_bmi_reads,1.0,0.9,1.0,1.0,0.8,0.8,1.0
UnAmbiguouslyMapped_ds.nycsm,0.55,1.0,1.0,1.0,1.0,0.95,1.0
Huttenhower_LC5,0.92,0.56,1.0,1.0,0.96,0.92,1.0
Huttenhower_LC8,0.96,0.76,1.0,1.0,0.96,1.0,1.0
Raiphy_eval_RAIphy,0.8679245283018868,0.7735849056603774,1.0,1.0,0.9245283018867925,0.9433962264150944,0.9433962264150944
HMP_even_454_SRR072233,0.9090909090909091,1.0,1.0,1.0,0.9090909090909091,0.9545454545454546,1.0
Huttenhower_LC2,0.96,0.56,1.0,1.0,1.0,1.0,1.0
UnAmbiguouslyMapped_ds.hous1,0.7,0.9,1.0,1.0,1.0,1.0,1.0
UnAmbiguouslyMapped_ds.soil,0.94,0.58,1.0,0.98,1.0,0.98,1.0
JGI_SRR033549,0.8888888888888888,0.7777777777777778,1.0,1.0,0.8888888888888888,0.8888888888888888,1.0
Huttenhower_LC4,0.84,0.56,1.0,1.0,0.96,0.96,1.0
ABRF_MGRG_1ng,0.8,1.0,1.0,1.0,1.0,1.0,1.0
UnAmbiguouslyMapped_ds.cityparks,0.9375,0.6041666666666666,1.0,1.0,1.0,0.9791666666666666,1.0
ABRF_MGRG_Half,0.8,1.0,1.0,1.0,1.0,1.0,1.0
ABRF_MGRG_Normal,0.8,1.0,1.0,1.0,1.0,1.0,1.0
ani97_cLOW_stFalse_r5,0.8571428571428571,0.9841269841269841,1.0,0.9841269841269841,0.6428571428571429,0.7936507936507936,0.9444444444444444
ani95_cLOW_stFalse_r6,0.7464788732394366,0.9577464788732394,1.0,0.971830985915493,0.5070422535211268,0.7323943661971831,0.8591549295774648
ani100_cLOW_stTrue_r3,0.4935897435897436,0.9871794871794872,0.9807692307692307,0.8782051282051282,0.38461538461538464,0.42948717948717946,0.5448717948717948
ani100_cLOW_stTrue_r2,0.4326923076923077,0.9807692307692307,0.9903846153846154,0.875,0.3557692307692308,0.38461538461538464,0.5192307692307693
ani95_cLOW_stFalse_r7,0.7341772151898734,0.9493670886075949,1.0,0.9240506329113924,0.5063291139240507,0.6708860759493671,0.8481012658227848
ani97_cLOW_stFalse_r4,0.6388888888888888,0.9444444444444444,0.9861111111111112,0.8888888888888888,0.4722222222222222,0.5694444444444444,0.7638888888888888
ani97_cLOW_stFalse_r6,0.7454545454545455,0.9727272727272728,0.990909090909091,0.9090909090909091,0.5636363636363636,0.6909090909090909,0.8090909090909091
ani95_cLOW_stFalse_r5,0.7454545454545455,0.9454545454545454,0.9818181818181818,0.9454545454545454,0.5727272727272728,0.6909090909090909,0.8636363636363636
ani99_cHIGH_stFalse_r9,0.6970873786407767,0.974757281553398,0.996116504854369,0.8932038834951457,0.5242718446601942,0.6019417475728155,0.7631067961165049
ani100_cLOW_stTrue_r0,0.40725806451612906,0.9798387096774194,0.9838709677419355,0.8588709677419355,0.29838709677419356,0.3346774193548387,0.46774193548387094
ani100_cLOW_stTrue_r1,0.4090909090909091,0.9805194805194806,0.987012987012987,0.8311688311688312,0.2662337662337662,0.3051948051948052,0.4935064935064935
ani99_cHIGH_stFalse_r8,0.7009803921568627,0.9771241830065359,0.9934640522875817,0.8954248366013072,0.5130718954248366,0.6094771241830066,0.7875816993464052
ani95_cLOW_stFalse_r4,0.719626168224299,0.9439252336448598,0.9813084112149533,0.9626168224299065,0.48598130841121495,0.6822429906542056,0.8411214953271028
ani97_cLOW_stFalse_r7,0.7821782178217822,0.9702970297029703,1.0,0.9108910891089109,0.5742574257425742,0.7029702970297029,0.8316831683168316
ani97_cHIGH_stTrue_r9,0.5535055350553506,0.968019680196802,0.991389913899139,0.8179581795817958,0.45633456334563344,0.5338253382533825,0.6186961869618696
ani97_cLOW_stFalse_r3,0.6666666666666666,0.9224806201550387,0.9922480620155039,0.8604651162790697,0.4806201550387597,0.6046511627906976,0.7596899224806202
ani95_cLOW_stFalse_r0,0.7857142857142857,0.9489795918367347,0.9897959183673469,0.9591836734693877,0.5,0.673469387755102,0.8571428571428571
ani100_cLOW_stTrue_r5,0.3492063492063492,0.9735449735449735,0.9841269841269841,0.8095238095238095,0.30687830687830686,0.328042328042328,0.4497354497354497
ani100_cLOW_stTrue_r4,0.3626373626373626,0.9945054945054945,1.0,0.8626373626373627,0.2802197802197802,0.31868131868131866,0.4230769230769231
ani95_cLOW_stFalse_r1,0.7804878048780488,0.9634146341463414,0.975609756097561,0.9024390243902439,0.5609756097560976,0.7195121951219512,0.8658536585365854
ani97_cLOW_stFalse_r2,0.7552447552447552,0.9790209790209791,0.993006993006993,0.9300699300699301,0.4965034965034965,0.6783216783216783,0.8251748251748252
ani97_cHIGH_stTrue_r8,0.5727923627684964,0.964200477326969,0.9964200477326969,0.8460620525059666,0.45584725536992843,0.5513126491646778,0.6443914081145584
ani97_cLOW_stFalse_r0,0.7166666666666667,0.9416666666666667,0.9833333333333333,0.9166666666666666,0.5583333333333333,0.6666666666666666,0.8
ani95_cLOW_stFalse_r3,0.7232142857142857,0.9196428571428571,0.9732142857142857,0.9107142857142857,0.48214285714285715,0.6339285714285714,0.7946428571428571
ani100_cLOW_stTrue_r6,0.45977011494252873,1.0,0.9885057471264368,0.8390804597701149,0.28735632183908044,0.3793103448275862,0.5747126436781609
ani100_cLOW_stTrue_r7,0.4017094017094017,0.9743589743589743,0.9914529914529915,0.905982905982906,0.3162393162393162,0.3333333333333333,0.452991452991453
ani95_cLOW_stFalse_r2,0.7640449438202247,0.9662921348314607,1.0,0.9325842696629213,0.48314606741573035,0.7078651685393258,0.8651685393258427
ani97_cLOW_stFalse_r1,0.7272727272727273,0.9848484848484849,1.0,0.9242424242424242,0.6060606060606061,0.6666666666666666,0.7878787878787878
ani99_cLOW_stTrue_r8,0.4587628865979381,0.9690721649484536,0.9896907216494846,0.8041237113402062,0.4072164948453608,0.4536082474226804,0.520618556701031
ani99_cHIGH_stTrue_r9,0.508177570093458,0.977803738317757,0.9801401869158879,0.7967289719626168,0.4287383177570093,0.4894859813084112,0.5572429906542056
ani100_cHIGH_stFalse_r5,0.48466257668711654,0.9877300613496932,0.9831288343558282,0.7254601226993865,0.16257668711656442,0.18098159509202455,0.7193251533742331
ani99_cLOW_stFalse_r3,0.6974789915966386,0.9747899159663865,1.0,0.9411764705882353,0.5126050420168067,0.6554621848739496,0.8319327731092437
ani100_cHIGH_stTrue_r0,0.4019715224534502,0.9824753559693319,0.9923329682365827,0.8444687842278203,0.29244249726177435,0.3263964950711939,0.5147864184008762
ani95_cLOW_stTrue_r6,0.5769230769230769,0.9519230769230769,0.9711538461538461,0.8173076923076923,0.5288461538461539,0.6057692307692307,0.6442307692307693
ani95_cLOW_stTrue_r7,0.5714285714285714,0.9428571428571428,0.9785714285714285,0.8428571428571429,0.5428571428571428,0.6357142857142857,0.6714285714285714
ani100_cHIGH_stTrue_r1,0.399529964747356,0.982373678025852,0.9882491186839013,0.8425381903642774,0.28437132784958874,0.3172737955346651,0.48531139835487663
ani99_cLOW_stFalse_r2,0.5824175824175825,0.978021978021978,1.0,0.9010989010989011,0.37362637362637363,0.46153846153846156,0.7032967032967034
ani99_cHIGH_stTrue_r8,0.4833091436865022,0.9738751814223512,0.9782293178519593,0.8055152394775036,0.4281567489114659,0.4862119013062409,0.5312046444121916
ani100_cHIGH_stFalse_r4,0.4675572519083969,0.9790076335877863,0.9713740458015268,0.700381679389313,0.1717557251908397,0.20610687022900764,0.7022900763358778
ani99_cLOW_stTrue_r9,0.45454545454545453,0.9653679653679653,0.961038961038961,0.8181818181818182,0.4588744588744589,0.49783549783549785,0.5238095238095238
ani97_cHIGH_stFalse_r8,0.7401129943502824,0.9529190207156308,0.9943502824858758,0.9397363465160076,0.5235404896421846,0.6591337099811676,0.839924670433145
ani100_cHIGH_stFalse_r6,0.4805491990846682,0.988558352402746,0.9816933638443935,0.7139588100686499,0.2128146453089245,0.2242562929061785,0.7414187643020596
ani99_cLOW_stFalse_r0,0.6842105263157895,1.0,1.0,0.8771929824561403,0.49122807017543857,0.631578947368421,0.7719298245614035
ani100_cHIGH_stTrue_r3,0.4026639344262295,0.985655737704918,0.9907786885245902,0.8299180327868853,0.2766393442622951,0.32786885245901637,0.5030737704918032
ani95_cLOW_stTrue_r5,0.5944444444444444,0.9666666666666667,0.9833333333333333,0.8833333333333333,0.5,0.6277777777777778,0.6944444444444444
ani100_cLOW_stFalse_r9,0.48872180451127817,0.9924812030075187,0.9849624060150376,0.6766917293233082,0.09774436090225563,0.12781954887218044,0.7593984962406015
ani100_cLOW_stFalse_r8,0.38823529411764707,0.9647058823529412,0.9882352941176471,0.6823529411764706,0.15294117647058825,0.18823529411764706,0.6588235294117647
ani95_cLOW_stTrue_r4,0.5931372549019608,0.9411764705882353,0.9656862745098039,0.8431372549019608,0.49019607843137253,0.5882352941176471,0.6764705882352942
ani100_cHIGH_stTrue_r2,0.39429928741092635,0.982185273159145,0.994061757719715,0.836104513064133,0.27434679334916867,0.3159144893111639,0.4916864608076009
ani99_cLOW_stFalse_r1,0.7127659574468085,0.9787234042553191,1.0,0.925531914893617,0.4574468085106383,0.6595744680851063,0.7872340425531915
ani100_cHIGH_stFalse_r7,0.5033112582781457,0.9801324503311258,0.9668874172185431,0.6710816777041942,0.16114790286975716,0.2141280353200883,0.717439293598234
ani97_cHIGH_stFalse_r9,0.7678855325914149,0.958664546899841,1.0,0.9379968203497615,0.5516693163751988,0.6883942766295708,0.8537360890302067
ani100_cHIGH_stFalse_r3,0.488135593220339,0.9830508474576272,0.9694915254237289,0.6847457627118644,0.1423728813559322,0.15254237288135594,0.7559322033898305
ani99_cLOW_stFalse_r5,0.68,0.98,1.0,0.88,0.49,0.58,0.73
ani95_cLOW_stTrue_r0,0.5492957746478874,0.9577464788732394,0.9788732394366197,0.8098591549295775,0.5140845070422535,0.5915492957746479,0.6267605633802817
ani100_cHIGH_stTrue_r6,0.384180790960452,0.9830508474576272,0.9932203389830508,0.8271186440677966,0.29152542372881357,0.3220338983050847,0.4768361581920904
ani100_cHIGH_stTrue_r7,0.38998211091234347,0.9821109123434705,0.9892665474060823,0.8443649373881932,0.2737030411449016,0.3094812164579606,0.49016100178890876
ani95_cLOW_stTrue_r1,0.5384615384615384,0.9519230769230769,0.9807692307692307,0.7980769230769231,0.5576923076923077,0.6346153846153846,0.6442307692307693
ani99_cLOW_stFalse_r4,0.6956521739130435,0.9782608695652174,1.0,0.8623188405797102,0.4855072463768116,0.5869565217391305,0.7608695652173914
ani100_cHIGH_stFalse_r2,0.4854368932038835,0.9766990291262136,0.974757281553398,0.7048543689320388,0.1786407766990291,0.20194174757281552,0.7436893203883496
ani100_cHIGH_stFalse_r0,0.5084337349397591,0.980722891566265,0.9710843373493976,0.7180722891566265,0.17590361445783131,0.20481927710843373,0.7156626506024096
ani99_cLOW_stFalse_r6,0.7168141592920354,0.9734513274336283,0.9823008849557522,0.8761061946902655,0.5486725663716814,0.6194690265486725,0.7876106194690266
ani95_cLOW_stTrue_r3,0.6146788990825688,0.944954128440367,0.9724770642201835,0.8256880733944955,0.5871559633027523,0.6513761467889908,0.7064220183486238
ani100_cHIGH_stTrue_r5,0.4108322324966975,0.988110964332893,0.9947159841479525,0.8494055482166446,0.30647291941875826,0.34478203434610305,0.49801849405548215
ani97_cLOW_stTrue_r9,0.5251396648044693,0.9832402234636871,0.994413407821229,0.8603351955307262,0.5083798882681564,0.5586592178770949,0.5810055865921788
ani97_cLOW_stTrue_r8,0.46956521739130436,0.9739130434782609,0.9869565217391304,0.8043478260869565,0.4652173913043478,0.5,0.5260869565217391
ani100_cHIGH_stTrue_r4,0.4323962516733601,0.9812583668005355,0.9946452476572959,0.8299866131191432,0.2878179384203481,0.3333333333333333,0.5060240963855421
ani95_cLOW_stTrue_r2,0.6012269938650306,0.9570552147239264,0.9815950920245399,0.852760736196319,0.5153374233128835,0.6073619631901841,0.6932515337423313
ani99_cLOW_stFalse_r7,0.7209302325581395,0.9651162790697675,0.9767441860465116,0.8604651162790697,0.4883720930232558,0.6162790697674418,0.7674418604651163
ani100_cHIGH_stFalse_r1,0.4900900900900901,0.9837837837837838,0.9855855855855856,0.7225225225225225,0.15495495495495495,0.18018018018018017,0.7135135135135136
ani99_cHIGH_stTrue_r0,0.4953271028037383,0.9813084112149533,0.9906542056074766,0.822429906542056,0.4766355140186916,0.5186915887850467,0.5490654205607477
ani97_cHIGH_stFalse_r2,0.7339449541284404,0.9495412844036697,0.9908256880733946,0.9380733944954128,0.5389908256880734,0.6651376146788991,0.8348623853211009
ani99_cLOW_stTrue_r1,0.4396551724137931,0.9741379310344828,0.9741379310344828,0.7931034482758621,0.47413793103448276,0.5,0.5086206896551724
ani100_cHIGH_stTrue_r9,0.4150375939849624,0.9849624060150376,0.9894736842105263,0.8406015037593985,0.31278195488721805,0.35789473684210527,0.5203007518796993
ani97_cLOW_stTrue_r5,0.509009009009009,0.9819819819819819,1.0,0.8153153153153153,0.5045045045045045,0.545045045045045,0.5720720720720721
ani100_cLOW_stFalse_r3,0.5163934426229508,0.9590163934426229,0.9672131147540983,0.7377049180327869,0.13114754098360656,0.16393442622950818,0.7377049180327869
ani97_cLOW_stTrue_r4,0.46236559139784944,0.9623655913978495,0.989247311827957,0.7204301075268817,0.40860215053763443,0.45161290322580644,0.5
ani100_cLOW_stFalse_r2,0.48863636363636365,0.9886363636363636,0.9431818181818182,0.6136363636363636,0.14772727272727273,0.20454545454545456,0.7840909090909091
ani100_cHIGH_stTrue_r8,0.40271493212669685,0.9819004524886877,0.9898190045248869,0.833710407239819,0.2907239819004525,0.3190045248868778,0.503393665158371
ani97_cHIGH_stFalse_r3,0.751412429378531,0.9566854990583804,0.992467043314501,0.9265536723163842,0.5348399246704332,0.6817325800376648,0.839924670433145
ani99_cLOW_stTrue_r0,0.4577777777777778,0.9777777777777777,0.9866666666666667,0.8,0.43555555555555553,0.4622222222222222,0.5111111111111111
ani99_cHIGH_stTrue_r1,0.48031496062992124,0.9732283464566929,0.9811023622047244,0.8125984251968504,0.4267716535433071,0.47086614173228347,0.5338582677165354
ani99_cHIGH_stTrue_r3,0.5035561877667141,0.9829302987197724,0.9829302987197724,0.8036984352773826,0.4295874822190612,0.4879089615931721,0.5533428165007113
ani99_cLOW_stTrue_r2,0.44680851063829785,0.9893617021276596,0.9893617021276596,0.8191489361702128,0.39361702127659576,0.43617021276595747,0.5
ani97_cHIGH_stFalse_r1,0.7402862985685071,0.9488752556237219,0.9918200408997955,0.9263803680981595,0.5357873210633947,0.689161554192229,0.8425357873210634
ani99_cLOW_stFalse_r9,0.6341463414634146,0.9512195121951219,0.9878048780487805,0.8658536585365854,0.5487804878048781,0.5853658536585366,0.7439024390243902
ani100_cLOW_stFalse_r0,0.4095238095238095,0.9714285714285714,0.9809523809523809,0.7523809523809524,0.13333333333333333,0.20952380952380953,0.7047619047619048
ani97_cLOW_stTrue_r6,0.49710982658959535,0.9710982658959537,0.9942196531791907,0.791907514450867,0.47398843930635837,0.5317919075144508,0.5433526011560693
ani100_cLOW_stFalse_r1,0.5567010309278351,0.9690721649484536,0.979381443298969,0.7938144329896907,0.1958762886597938,0.21649484536082475,0.7628865979381443
ani97_cLOW_stTrue_r7,0.4014084507042254,0.9577464788732394,0.9929577464788732,0.7676056338028169,0.4154929577464789,0.44366197183098594,0.4647887323943662
ani99_cLOW_stFalse_r8,0.7727272727272727,0.9727272727272728,1.0,0.9363636363636364,0.5818181818181818,0.7,0.8454545454545455
ani99_cLOW_stTrue_r3,0.425,0.9857142857142858,0.9857142857142858,0.8178571428571428,0.4107142857142857,0.44642857142857145,0.4785714285714286
ani97_cHIGH_stFalse_r0,0.7617107942973523,0.9531568228105907,0.9938900203665988,0.9368635437881874,0.5132382892057027,0.6659877800407332,0.845213849287169
ani99_cHIGH_stTrue_r2,0.4474153297682709,0.9679144385026738,0.982174688057041,0.8003565062388592,0.3939393939393939,0.44919786096256686,0.4919786096256685
ani97_cHIGH_stFalse_r4,0.7392241379310345,0.959051724137931,0.9956896551724138,0.9353448275862069,0.5323275862068966,0.6724137931034483,0.8405172413793104
ani99_cLOW_stTrue_r7,0.5,0.9761904761904762,0.9952380952380953,0.8,0.4714285714285714,0.5095238095238095,0.5476190476190477
ani99_cHIGH_stTrue_r6,0.5203520352035204,0.9812981298129813,0.988998899889989,0.8217821782178217,0.4312431243124312,0.4961496149614962,0.5731573157315731
ani95_cLOW_stTrue_r9,0.558282208588957,0.9386503067484663,0.9693251533742331,0.8220858895705522,0.5153374233128835,0.6012269938650306,0.6503067484662577
ani97_cLOW_stTrue_r3,0.43452380952380953,0.9583333333333334,0.9880952380952381,0.8333333333333334,0.42857142857142855,0.4523809523809524,0.48214285714285715
ani100_cLOW_stFalse_r5,0.4774774774774775,1.0,0.9819819819819819,0.7027027027027027,0.25225225225225223,0.26126126126126126,0.7027027027027027
ani97_cLOW_stTrue_r2,0.487012987012987,0.9805194805194806,1.0,0.8051948051948052,0.4935064935064935,0.5454545454545454,0.5714285714285714
ani100_cLOW_stFalse_r4,0.4369747899159664,0.9915966386554622,0.957983193277311,0.6974789915966386,0.15126050420168066,0.21008403361344538,0.6974789915966386
ani95_cLOW_stTrue_r8,0.5614035087719298,0.956140350877193,0.9824561403508771,0.8859649122807017,0.543859649122807,0.6403508771929824,0.6666666666666666
ani99_cHIGH_stTrue_r7,0.5004812319538018,0.9778633301251203,0.9903753609239654,0.7940327237728585,0.40423484119345526,0.47449470644850816,0.5563041385948027
ani97_cHIGH_stFalse_r5,0.7400468384074942,0.9508196721311475,0.9929742388758782,0.9250585480093677,0.5339578454332553,0.667447306791569,0.8313817330210773
ani99_cLOW_stTrue_r6,0.48507462686567165,0.9626865671641791,0.9776119402985075,0.8283582089552238,0.5447761194029851,0.5746268656716418,0.5746268656716418
ani99_cLOW_stTrue_r4,0.49142857142857144,0.9714285714285714,0.9885714285714285,0.8114285714285714,0.4514285714285714,0.52,0.5542857142857143
ani97_cHIGH_stFalse_r7,0.7609075043630017,0.9650959860383944,0.9965095986038395,0.9336823734729494,0.525305410122164,0.6631762652705061,0.849912739965096
ani99_cHIGH_stTrue_r5,0.49343065693430654,0.9781021897810219,0.9824817518248176,0.7941605839416058,0.43503649635036495,0.491970802919708,0.5445255474452555
ani100_cHIGH_stFalse_r9,0.4945054945054945,0.9802197802197802,0.978021978021978,0.7054945054945055,0.1956043956043956,0.2021978021978022,0.7274725274725274
ani100_cLOW_stFalse_r6,0.48695652173913045,0.9739130434782609,0.9478260869565217,0.7043478260869566,0.17391304347826086,0.1826086956521739,0.6956521739130435
ani97_cLOW_stTrue_r0,0.5095238095238095,0.9904761904761905,0.9904761904761905,0.8571428571428571,0.49523809523809526,0.5571428571428572,0.580952380952381
ani100_cLOW_stFalse_r7,0.47674418604651164,0.9534883720930233,0.9767441860465116,0.7558139534883721,0.18604651162790697,0.20930232558139536,0.7209302325581395
ani97_cLOW_stTrue_r1,0.4657534246575342,0.9794520547945206,0.9931506849315068,0.7876712328767124,0.4452054794520548,0.4931506849315068,0.5273972602739726
ani99_cHIGH_stTrue_r4,0.49761336515513127,0.9844868735083532,0.986873508353222,0.8078758949880668,0.43556085918854415,0.4988066825775656,0.548926014319809
ani100_cHIGH_stFalse_r8,0.4991568296795953,0.9797639123102867,0.9763912310286678,0.6930860033726813,0.1467116357504216,0.17537942664418213,0.7234401349072512
ani99_cLOW_stTrue_r5,0.42777777777777776,0.9833333333333333,0.9888888888888889,0.7777777777777778,0.46111111111111114,0.4888888888888889,0.5055555555555555
ani97_cHIGH_stFalse_r6,0.74373795761079,0.9556840077071291,0.9961464354527938,0.9383429672447013,0.5452793834296724,0.6936416184971098,0.8477842003853564
ani97_cHIGH_stTrue_r6,0.5922989807474519,0.9694224235560589,0.9943374858437146,0.853907134767837,0.4665911664779162,0.5594563986409966,0.6568516421291053
ani99_cHIGH_stFalse_r3,0.7088353413654619,0.9799196787148594,0.9979919678714859,0.9116465863453815,0.5180722891566265,0.6204819277108434,0.7831325301204819
ani99_cHIGH_stFalse_r2,0.7183098591549296,0.9741784037558685,0.9953051643192489,0.92018779342723,0.5258215962441315,0.6197183098591549,0.7981220657276995
ani97_cHIGH_stTrue_r7,0.5311004784688995,0.9712918660287081,0.9920255183413078,0.8197767145135566,0.4609250398724083,0.5231259968102073,0.5853269537480064
ani97_cHIGH_stTrue_r5,0.5411140583554377,0.9655172413793104,0.9946949602122016,0.8408488063660478,0.45490716180371354,0.5371352785145889,0.6193633952254642
ani99_cHIGH_stFalse_r0,0.6976,0.9824,0.9952,0.8944,0.5248,0.624,0.7824
ani100_cLOW_stTrue_r9,0.37012987012987014,1.0,1.0,0.8181818181818182,0.2792207792207792,0.33766233766233766,0.461038961038961
ani100_cLOW_stTrue_r8,0.3815028901734104,0.9826589595375722,1.0,0.8959537572254336,0.28901734104046245,0.3063583815028902,0.47398843930635837
ani99_cHIGH_stFalse_r1,0.6969026548672567,0.9756637168141593,0.9977876106194691,0.8893805309734514,0.5022123893805309,0.5995575221238938,0.7676991150442478
ani97_cHIGH_stTrue_r4,0.5501355013550135,0.9742547425474255,0.994579945799458,0.8279132791327913,0.4742547425474255,0.5487804878048781,0.6124661246612466
ani97_cHIGH_stTrue_r0,0.5538089480048367,0.966142684401451,0.9903264812575574,0.8270858524788391,0.46432889963724305,0.5429262394195888,0.6166868198307134
ani95_cLOW_stFalse_r9,0.75625,0.95625,0.9875,0.94375,0.48125,0.65,0.84375
ani99_cHIGH_stFalse_r5,0.720558882235529,0.9880239520958084,1.0,0.9201596806387226,0.530938123752495,0.626746506986028,0.7884231536926147
ani99_cHIGH_stFalse_r4,0.7185792349726776,0.9808743169398907,0.9972677595628415,0.9043715846994536,0.4672131147540984,0.592896174863388,0.7704918032786885
ani95_cLOW_stFalse_r8,0.76,0.92,1.0,0.96,0.68,0.8,0.92
ani97_cHIGH_stTrue_r1,0.5688888888888889,0.9677777777777777,0.9911111111111112,0.83,0.4633333333333333,0.5511111111111111,0.6388888888888888
ani97_cHIGH_stTrue_r3,0.5510204081632653,0.9642857142857143,0.9897959183673469,0.8201530612244898,0.4604591836734694,0.5395408163265306,0.6211734693877551
ani97_cLOW_stFalse_r9,0.7582417582417582,0.978021978021978,1.0,0.9560439560439561,0.6043956043956044,0.7912087912087912,0.9010989010989011
ani99_cHIGH_stFalse_r6,0.6984924623115578,0.9949748743718593,0.9974874371859297,0.9120603015075377,0.5402010050251256,0.6231155778894473,0.7814070351758794
ani99_cHIGH_stFalse_r7,0.6861435726210351,0.9833055091819699,0.991652754590985,0.8981636060100167,0.4958263772954925,0.5959933222036727,0.7612687813021702
ani97_cLOW_stFalse_r8,0.7441860465116279,0.9534883720930233,0.9883720930232558,0.9069767441860465,0.5232558139534884,0.6627906976744186,0.813953488372093
ani97_cHIGH_stTrue_r2,0.5374449339207048,0.973568281938326,0.9970631424375918,0.8267254038179148,0.45961820851688695,0.540381791483113,0.6035242290748899
NA12878_NegControl_SL126486_0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
NA12878_NegControl_SL126487_0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
NA12878_NegControl_SL126488_0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
NegControl_LM,0.0,1.0,1.0,1.0,1.0,1.0,1.0
NegControl_MH1,0.0,1.0,1.0,1.0,1.0,1.0,1.0
NegControl_MH2,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZymoMock,0.8,0.9,1.0,1.0,0.8,0.8,1.0
