Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
strain_sample_34-kraken2_refseqV205_500GB,1.0,2.5043671123281825,13314290,4408681,931654,7309182,919394,676946,2.0,3.3620086351660143,2.0,2.9117440400959764
strain_sample_34-kraken2_refseqV208_nt,0.0,1.0909772132047597,13314290,8304592,1280988,3552630,748590,708440,1.0,1.7457866425718411,2.0,2.601091385137392
strain_sample_34-kraken2_standard_0521,0.0,0.5789580217946282,13314290,9067245,1389916,3561949,555944,129150,1.0,1.5888385824726856,1.0,1.5949178334508511
strain_sample_35-kraken2_GTDBr202RefSeqV205,1.0,1.1583472101165169,13306398,5687904,2016534,4274887,2963568,379995,1.0,1.224590030099041,1.0,2.2803910691436813
strain_sample_35-kraken2_chocophlan,1.0,1.526556022148143,13306398,6196437,540830,5939737,1114554,55670,2.0,3.025571502576629,1.0,1.6516319532297223
strain_sample_35-kraken2_minikraken,0.0,1.187367385223259,13306398,7808202,630446,4302427,274983,920784,2.0,1.6419976445852538,1.0,1.6289516079175803
strain_sample_35-kraken2_refseqV205,1.0,2.03871220445984,13306398,4974516,615632,6506239,1328410,497230,2.0,2.9860518496169597,1.0,2.4276029237961168
strain_sample_35-kraken2_refseqV205_100GB,0.0,1.187367385223259,13306398,7808202,630446,4302427,274983,920784,2.0,1.6419976445852538,1.0,1.6289516079175803
strain_sample_35-kraken2_refseqV205_500GB,1.0,2.661799459177457,13306398,3862150,436172,7617627,984692,841919,2.0,3.2652399493963147,2.0,3.0143659134023637
strain_sample_35-kraken2_refseqV208_nt,0.0,1.3551402114982585,13306398,7430369,579385,4048452,903043,924529,1.0,1.802903183735413,2.0,2.6712592866563387
strain_sample_35-kraken2_standard_0521,0.0,0.7159997769494043,13306398,8236232,669075,4176395,665036,228735,1.0,1.5568376554420738,1.0,1.4537468648313776
strain_sample_36-kraken2_GTDBr202RefSeqV205,1.0,1.2461720364316689,13303810,5347636,2255424,4397987,3134313,422372,1.0,1.2478338385265804,1.0,2.3214059986989173
strain_sample_36-kraken2_chocophlan,1.0,1.4847915747443778,13303810,6362489,411229,5891859,982235,67213,2.0,2.9526054510129995,2.0,1.7836943297683343
strain_sample_36-kraken2_minikraken,0.0,1.3755771466970739,13303810,7251551,450377,4711539,280274,1060440,2.0,1.7558969585097353,2.0,1.7248335557347454
strain_sample_36-kraken2_refseqV205,1.0,2.045124441795245,13303810,4915772,554973,6558991,1296307,532651,2.0,2.9122979433879386,2.0,2.5546039634129882
strain_sample_36-kraken2_refseqV205_100GB,0.0,1.3755771466970739,13303810,7251551,450377,4711539,280274,1060440,2.0,1.7558969585097353,2.0,1.7248335557347454
strain_sample_36-kraken2_refseqV205_500GB,2.0,2.689586366612271,13303810,3749609,399749,7640821,977101,935993,2.0,3.1746974572496858,2.0,3.1705422469120386
strain_sample_36-kraken2_refseqV208_nt,0.0,1.6142388533810992,13303810,6654671,436912,4531533,1024513,1092982,2.0,1.9209823695424928,2.0,2.862525902550773
strain_sample_36-kraken2_standard_0521,0.0,0.8672696017155987,13303810,7510871,513325,4769581,741585,281772,2.0,1.6441664372614702,1.0,1.5642819096934268
strain_sample_37-kraken2_GTDBr202RefSeqV205,1.0,1.068331544136356,13307646,6573231,1520437,3727859,2640999,365075,1.0,1.286705049734982,1.0,2.3212087547174383
strain_sample_37-kraken2_chocophlan,1.0,1.7153513100664084,13307646,5598403,428034,6444956,1197553,66726,2.0,3.113179981368376,1.0,1.8056603757829508
strain_sample_37-kraken2_minikraken,0.0,1.1319206266833368,13307646,7954868,487861,4283906,225216,843653,2.0,1.6576234399167489,1.0,1.6392796248934356
strain_sample_37-kraken2_refseqV205,1.0,2.1610270516663883,13307646,4383941,555659,7109875,1381300,432500,2.0,3.0254275919056237,2.0,2.4288720770288856
strain_sample_37-kraken2_refseqV205_100GB,0.0,1.1319206266833368,13307646,7954868,487861,4283906,225216,843653,2.0,1.6576234399167489,1.0,1.6392796248934356
strain_sample_37-kraken2_refseqV205_500GB,2.0,2.775166547111337,13307646,3306953,390678,8257576,1005066,737949,2.0,3.307036108417289,2.0,2.9653505341937745
strain_sample_37-kraken2_refseqV208_nt,1.0,1.3592954005539373,13307646,5909064,520294,5764988,856582,776974,1.0,1.5542091327857055,2.0,2.493534769584232
strain_sample_37-kraken2_standard_0521,0.0,0.7676115670645282,13307646,7155335,585235,5325843,630528,195940,1.0,1.4166380796429785,1.0,1.4382406491067805
strain_sample_38-kraken2_GTDBr202RefSeqV205,1.0,1.2115070818812883,13304798,6150298,3460273,3577844,3147535,428732,1.0,1.2814273065007864,2.0,2.437469638939678
strain_sample_38-kraken2_chocophlan,1.0,1.5284229042785915,13304798,6235269,820424,5741788,1263898,63839,2.0,3.0482123338583733,2.0,1.7869970519772955
strain_sample_38-kraken2_minikraken,0.0,1.147300470101087,13304798,8285165,915999,3815345,293625,910658,2.0,1.7201815301106451,2.0,1.7217471264367816
strain_sample_38-kraken2_refseqV205,1.0,2.1110472327351384,13304798,4550392,746317,6905967,1338616,509793,2.0,2.9125483802630394,2.0,2.528497343524954
strain_sample_38-kraken2_refseqV205_100GB,0.0,1.147300470101087,13304798,8285165,915999,3815345,293625,910658,2.0,1.7201815301106451,2.0,1.7217471264367816
strain_sample_38-kraken2_refseqV205_500GB,1.0,2.6978381783774545,13304798,3523263,513956,7915661,1006802,858992,2.0,3.1664270362260334,2.0,3.077249548570623
strain_sample_38-kraken2_refseqV208_nt,0.0,1.399164045932903,13304798,7324927,558493,4068702,981822,929318,1.0,1.920130547776662,1.0,2.4841906170364894
strain_sample_38-kraken2_standard_0521,0.0,0.705967952313143,13304798,8236142,624267,4116369,758193,194093,2.0,1.5967825041924084,1.0,1.4151660593015234
strain_sample_39-kraken2_GTDBr202RefSeqV205,1.0,1.2614711552364697,13306332,5014904,2323833,4730281,3198998,361853,1.0,1.2596019137129486,2.0,2.365722641902245
strain_sample_39-kraken2_chocophlan,1.0,1.4804178942777018,13306332,6352068,277962,5974647,935925,43688,2.0,2.956235071293752,1.0,1.7557421801960629
strain_sample_39-kraken2_minikraken,0.0,1.3150793171251103,13306332,6868150,410349,5309141,294839,834198,2.0,1.7937276482203053,1.0,1.5870051112641137
strain_sample_39-kraken2_refseqV205,1.0,2.1510232872590285,13306332,4566451,440588,6786550,1348420,604895,2.0,2.905037463807089,2.0,2.568078936829771
strain_sample_39-kraken2_refseqV205_100GB,0.0,1.3150793171251103,13306332,6868150,410349,5309141,294839,834198,2.0,1.7937276482203053,1.0,1.5870051112641137
strain_sample_39-kraken2_refseqV205_500GB,2.0,2.8089660621725057,13306332,3420516,306858,7833588,1010856,1041318,2.0,3.1642899779768863,2.0,3.1823949207404416
strain_sample_39-kraken2_refseqV208_nt,1.0,1.6482806832115715,13306332,6577601,393936,4625799,1015970,1086944,2.0,2.041614216268368,2.0,2.6632823803852474
strain_sample_39-kraken2_standard_0521,0.0,0.8379459493420125,13306332,7358400,457556,5045329,752020,150582,2.0,1.7171070508979691,1.0,1.5044413712401266
strain_sample_4-kraken2_GTDBr202RefSeqV205,1.0,1.1176625246368992,13308290,6168184,2169339,3810865,2966434,362715,1.0,1.254801468957835,1.0,2.3014282468445284
strain_sample_4-kraken2_chocophlan,1.0,1.5405113654721982,13308290,6063671,807535,5838055,1298886,107676,2.0,2.9574097880201538,2.0,1.7453025130765902
strain_sample_4-kraken2_minikraken,0.0,1.2271196374590574,13308290,7777128,959068,4221201,333245,976715,2.0,1.6552374549328497,2.0,1.6604300139536978
strain_sample_4-kraken2_refseqV205,1.0,1.991741538544772,13308290,4985353,904274,6447280,1397560,478081,2.0,2.9241145103051207,2.0,2.3979049200034344
strain_sample_4-kraken2_refseqV205_100GB,0.0,1.2271196374590574,13308290,7777128,959068,4221201,333245,976715,2.0,1.6552374549328497,2.0,1.6604300139536978
strain_sample_4-kraken2_refseqV205_500GB,1.0,2.5805790225491028,13308290,3927974,698420,7540887,1034244,805161,2.0,3.1932990111110278,2.0,2.9162576722707603
strain_sample_4-kraken2_refseqV208_nt,0.0,1.3862678826505883,13308290,6737044,920229,4618659,1052582,899998,1.0,1.6952827649757214,1.0,2.3930458624601223
strain_sample_4-kraken2_standard_0521,0.0,0.7648395098092993,13308290,7613333,993824,4633298,817917,243742,1.0,1.4825325286653266,1.0,1.364457518305647
strain_sample_40-kraken2_GTDBr202RefSeqV205,1.0,1.2288272085207503,13313006,5842431,1885371,3879043,3179437,393066,1.0,1.2855175877142893,2.0,2.4104742443394853
strain_sample_40-kraken2_chocophlan,1.0,1.6174569439839508,13313006,6167743,507515,5901597,1185990,57426,2.0,3.1904189662560833,2.0,1.8428173930640224
strain_sample_40-kraken2_minikraken,0.0,1.4180035673385858,13313006,7412907,620018,4402767,309629,1187533,2.0,1.7427742599142766,1.0,1.6650055388868614
strain_sample_40-kraken2_refseqV205,1.0,2.1878212178376546,13313006,4493934,605472,7033545,1271634,512742,2.0,3.0101519219682253,2.0,2.6182069683572475
strain_sample_40-kraken2_refseqV205_100GB,0.0,1.4180035673385858,13313006,7412907,620018,4402767,309629,1187533,2.0,1.7427742599142766,1.0,1.6650055388868614
strain_sample_40-kraken2_refseqV205_500GB,2.0,2.8255285846036573,13313006,3396308,427204,8080985,944629,887495,2.0,3.28502713468717,2.0,3.2290645322131764
strain_sample_40-kraken2_refseqV208_nt,1.0,1.5277360349721167,13313006,6068234,537632,5068293,1251911,923046,1.0,1.7597591536243071,2.0,2.475153585198948
strain_sample_40-kraken2_standard_0521,0.0,0.8437487371372026,13313006,6987095,611464,5117937,1037575,170378,1.0,1.5547889706340658,2.0,1.678846348456738
strain_sample_41-kraken2_GTDBr202RefSeqV205,1.0,1.1604310770556134,13311866,6236606,2387983,3925045,2767463,382722,1.0,1.3062869342899253,2.0,2.48440539223108
strain_sample_41-kraken2_chocophlan,1.0,1.546257902535978,13311866,6302222,603483,6018876,921844,68924,2.0,3.0398019497328077,1.0,1.8084090149743344
strain_sample_41-kraken2_minikraken,0.0,1.2345448789824056,13311866,7616240,592701,4549908,262683,883033,2.0,1.770086779776646,1.0,1.648561193529844
strain_sample_41-kraken2_refseqV205,1.0,2.105768567682397,13311866,4612708,731035,6907655,1300211,491283,2.0,2.935426421846488,2.0,2.563559299221434
strain_sample_41-kraken2_refseqV205_100GB,0.0,1.2345448789824056,13311866,7616240,592701,4549908,262683,883033,2.0,1.770086779776646,1.0,1.648561193529844
strain_sample_41-kraken2_refseqV205_500GB,2.0,2.7411114264521594,13311866,3485325,521397,7983200,970605,872724,2.0,3.2040956007615997,2.0,3.148292044652562
strain_sample_41-kraken2_refseqV208_nt,1.0,1.5226415289937565,13311866,6214339,623993,5260025,906072,931429,1.0,1.7998378334703733,2.0,2.669918063906621
strain_sample_41-kraken2_standard_0521,0.0,0.8063526180326634,13311866,7287801,721036,5193255,653918,176892,1.0,1.5710574581837402,1.0,1.5034423276312932
strain_sample_42-kraken2_GTDBr202RefSeqV205,0.0,1.0746810792198678,13313024,7362174,1720706,3085594,2484192,380103,1.0,1.3371185580474942,1.0,2.7179356507065475
strain_sample_42-kraken2_chocophlan,1.0,1.8521920339060456,13313024,6167351,566796,6176308,877063,92291,2.0,3.5876178778648997,1.0,1.903313673020068
strain_sample_42-kraken2_minikraken,0.0,1.051866953743943,13313024,8797381,500426,3450950,200696,863990,2.0,1.7068187020965242,1.0,1.6812044086578706
strain_sample_42-kraken2_refseqV205,1.0,2.3510291125442278,13313024,4480747,669113,7161434,1219574,451214,2.0,3.3260429405619036,2.0,2.8031501163521026
strain_sample_42-kraken2_refseqV205_100GB,0.0,1.051866953743943,13313024,8797381,500426,3450950,200696,863990,2.0,1.7068187020965242,1.0,1.6812044086578706
strain_sample_42-kraken2_refseqV205_500GB,2.0,3.0136642133297435,13313024,3343070,468180,8283906,909868,775986,2.0,3.6251301016694297,2.0,3.412722504802894
strain_sample_42-kraken2_refseqV208_nt,1.0,1.365283124254865,13313024,5747917,517799,5965185,801478,798373,1.0,1.492060514468537,2.0,2.607225650610497
strain_sample_42-kraken2_standard_0521,0.0,0.7708869149488501,13313024,6894391,590639,5639525,581148,197959,1.0,1.3553276206772733,1.0,1.4416155609242396
strain_sample_43-kraken2_GTDBr202RefSeqV205,1.0,1.5060675624203304,13300234,4612565,1849785,3917238,4328006,442417,1.0,1.302492725741964,2.0,2.529352316055015
strain_sample_43-kraken2_chocophlan,1.0,1.671088568817661,13300234,5525068,250278,5425974,2261688,87504,2.0,3.136345658862353,2.0,1.9545591611221356
strain_sample_43-kraken2_minikraken,1.0,2.0867620825317807,13300234,6251242,313438,4605459,387368,2056165,2.0,1.8375269435684911,2.0,2.029811445447223
strain_sample_43-kraken2_refseqV205,1.0,2.258751161821664,13300234,4116427,387146,7077420,1484611,621774,2.0,2.896976299272899,2.0,2.6557913150313452
strain_sample_43-kraken2_refseqV205_100GB,1.0,2.0867620825317807,13300234,6251242,313438,4605459,387368,2056165,2.0,1.8375269435684911,2.0,2.029811445447223
strain_sample_43-kraken2_refseqV205_500GB,2.0,2.8850726235342927,13300234,3095630,264379,7990502,1163746,1050351,2.0,3.1532816085897983,2.0,3.1988372033072507
strain_sample_43-kraken2_refseqV208_nt,1.0,2.3745162679092715,13300234,5608136,276761,4321334,1588007,1782756,2.0,2.085685114827968,2.0,4.108210480180503
strain_sample_43-kraken2_standard_0521,1.0,1.5841838572163467,13300234,6244450,324610,4835220,1036063,1184501,2.0,1.7127297206745504,2.0,2.0540082987231467
strain_sample_44-kraken2_GTDBr202RefSeqV205,1.0,1.2238752267214037,13312594,6125280,2568984,3468365,3292195,424407,1.0,1.3178771553743622,2.0,2.393931404427745
strain_sample_44-kraken2_chocophlan,1.0,1.4932518786346225,13312594,6272581,944975,5328150,1614590,97240,2.0,2.9932680198567985,2.0,1.8921323679695772
strain_sample_44-kraken2_minikraken,0.0,1.4081634278037771,13312594,7348176,1049771,4326462,460468,1177471,2.0,1.701252432125834,2.0,1.7124143262941183
strain_sample_44-kraken2_refseqV205,1.0,2.0210040958208446,13312594,4765061,942741,6569768,1471567,506053,2.0,2.8576447448372613,2.0,2.429357276970739
strain_sample_44-kraken2_refseqV205_100GB,0.0,1.4081634278037771,13312594,7348176,1049771,4326462,460468,1177471,2.0,1.701252432125834,2.0,1.7124143262941183
strain_sample_44-kraken2_refseqV205_500GB,2.0,2.6077263379323368,13312594,3728973,678411,7602161,1108776,872230,2.0,3.108593727494064,2.0,2.9125955107253403
strain_sample_44-kraken2_refseqV208_nt,1.0,1.5412479340990943,13312594,6158455,901694,4795375,1350758,1007821,1.0,1.7297222844928708,1.0,2.3329767434285045
strain_sample_44-kraken2_standard_0521,0.0,0.8552793692949698,13312594,7131168,1012117,4795868,1093863,291694,1.0,1.5056354762057669,1.0,1.4077658719601998
strain_sample_45-kraken2_GTDBr202RefSeqV205,1.0,1.5255759229288992,13310722,3587880,1912554,5069479,4245930,407414,1.0,1.2699926363241667,2.0,2.4026347584628103
strain_sample_45-kraken2_chocophlan,0.0,1.441049027994124,13310722,6731751,304678,5741358,773063,64550,2.0,2.9819338909017694,2.0,1.9145955762984388
strain_sample_45-kraken2_minikraken,2.0,1.7471880188016848,13310722,5138237,444263,6800055,333866,1038549,2.0,1.963880292144696,2.0,1.661636704546135
strain_sample_45-kraken2_refseqV205,1.0,2.303465206470393,13310722,5112051,513460,5827360,1405429,965875,2.0,3.0610204277751847,2.0,2.93873187475141
