Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
mouse_sample_36-kraken2_refseqV205,0.0,0.6589553093801841,33272396,26232081,22218927,2037097,4040136,963070,1.0,2.2221489698330514,1.0,2.160954730236804
mouse_sample_36-kraken2_refseqV205_100GB,9.0,5.67358046592136,33272396,10310597,9952680,305853,2105164,20550630,2.0,2.633552719770609,1.0,1.430338918963083
mouse_sample_36-kraken2_refseqV205_500GB,0.0,0.8342169887614946,33272396,25550777,20929204,2396188,3798584,1526842,1.0,2.3330293783292464,1.0,2.2177732544548183
mouse_sample_36-kraken2_refseqV208_nt,7.0,5.3439128940398515,33272396,9103907,8290714,790992,8422142,14955355,3.0,3.77808877965896,6.0,4.775287925565729
mouse_sample_36-kraken2_standard_0521,3.0,4.478526043029784,33272396,13761872,13314417,539670,3382778,15588074,2.0,2.5467619100561456,1.0,2.171054973161112
mouse_sample_37-kraken2_GTDBr202RefSeqV205,0.0,0.6670810814352824,33268602,22385698,21614638,627793,9503057,752054,2.0,2.628302641157197,1.0,1.449463998795335
mouse_sample_37-kraken2_chocophlan,0.0,2.523911705096596,33268602,16690376,15937123,1572596,7134696,7870934,2.0,2.505494736092423,1.0,1.2878582353053305
mouse_sample_37-kraken2_minikraken,9.0,5.811328140569298,33268602,7632881,6997054,332095,4511849,20791689,2.0,2.5666541200560085,1.0,1.1871844558627738
mouse_sample_37-kraken2_refseqV205,0.0,1.068546433060217,33268602,20512560,17916068,3069193,8212325,1474508,1.0,2.013246152978976,1.0,1.9603813779897896
mouse_sample_37-kraken2_refseqV205_100GB,9.0,5.811328140569298,33268602,7632881,6997054,332095,4511849,20791689,2.0,2.5666541200560085,1.0,1.1871844558627738
mouse_sample_37-kraken2_refseqV205_500GB,0.0,1.270862989674168,33268602,19863828,16973686,3542934,7600793,2261044,1.0,2.0803788611359963,1.0,1.9155589423366743
mouse_sample_37-kraken2_refseqV208_nt,6.0,4.476279015270915,33268602,10251940,9208809,867918,9967485,12181259,2.0,3.2700554660693752,2.0,3.656897803207128
mouse_sample_37-kraken2_standard_0521,4.0,4.64295569137531,33268602,10672469,10233248,661185,6000982,15933965,2.0,2.238288829903885,1.0,1.5962434148277733
mouse_sample_38-kraken2_GTDBr202RefSeqV205,1.0,0.9906408951328858,33185866,11233964,10758621,608907,20507959,835036,1.0,1.814493838960629,1.0,1.1827161347455395
mouse_sample_38-kraken2_chocophlan,9.0,5.472782620078402,36263869,4940585,4636694,622506,10061526,20639252,1.0,2.3230346374171496,1.0,1.1196016389561585
mouse_sample_38-kraken2_minikraken,9.0,5.447158558405556,33185866,8580332,6689014,424249,4819453,19361812,2.0,2.1329832244743065,1.0,1.163466061397424
mouse_sample_38-kraken2_refseqV205,1.0,0.9370689618285084,33185866,10498600,9367777,3735276,18410438,541550,1.0,1.4392173429754591,1.0,1.1323795229640925
mouse_sample_38-kraken2_refseqV205_100GB,9.0,5.447158558405556,33185866,8580332,6689014,424249,4819453,19361812,2.0,2.1329832244743065,1.0,1.163466061397424
mouse_sample_38-kraken2_refseqV205_500GB,1.0,1.0786750600391142,33185866,10205219,8920434,4234132,17807804,938707,1.0,1.5748909103447886,1.0,1.1612925995816217
mouse_sample_38-kraken2_refseqV208_nt,6.0,4.733694308293778,33185866,6255742,5644821,1662978,12359310,12907836,1.0,1.9895212083382945,1.0,3.043267868513696
mouse_sample_38-kraken2_standard_0521,6.0,4.832265911035741,33185866,6724564,6277125,1480209,8769851,16211239,1.0,1.4774001509246328,1.0,1.3996691619960249
mouse_sample_5-kraken2_GTDBr202RefSeqV205,1.0,1.3877600678107758,33042536,13037748,12552970,525006,17490903,1988879,3.0,3.4131571829655285,1.0,1.4958217423079871
mouse_sample_5-kraken2_chocophlan,0.0,1.5783488591795738,33042536,25353195,24869109,1211402,1399188,5078751,2.0,2.6732381158360314,2.0,2.2909887734886234
mouse_sample_5-kraken2_minikraken,9.0,8.236947519163056,33324278,2047687,1940751,308727,801473,30166114,2.0,2.8614795596109186,2.0,2.6318965205315714
mouse_sample_5-kraken2_refseqV205,0.0,0.6447721506605909,33042536,22073095,18954682,8770853,1573659,624921,1.0,1.2910812665541196,2.0,2.7684917761726022
mouse_sample_5-kraken2_refseqV205_100GB,9.0,7.987124323629397,33042536,2695564,2554674,406382,1054335,28885891,2.0,2.862383176420216,2.0,2.6323009290216106
mouse_sample_5-kraken2_refseqV205_500GB,0.0,0.8246987156191643,33042536,20613680,17273372,9846515,1535596,1046740,1.0,1.3287266611587958,2.0,3.090725034449165
mouse_sample_5-kraken2_refseqV208_nt,9.0,6.804328578169667,33042536,4132851,3780119,910019,8734021,19265645,4.0,4.13640704205077,7.0,5.458798186997719
mouse_sample_5-kraken2_standard_0521,9.0,7.163394540903277,33042536,4047508,3813614,563119,3558602,24873305,2.0,3.299393201081832,2.0,3.0852025598816613
mouse_sample_52-kraken2_GTDBr202RefSeqV205,0.0,0.4700571725343075,33187614,28372945,26547422,1021917,3257685,535067,2.0,2.6313966789866496,1.0,2.4850174280202046
mouse_sample_52-kraken2_chocophlan,9.0,4.878691084735201,35438566,14650232,14220637,859956,1274347,18654031,3.0,3.299315313806753,1.0,1.7030455598043548
mouse_sample_52-kraken2_minikraken,9.0,5.3245123014869336,33187614,12307827,11969326,585190,1035217,19258800,2.0,2.342425537005075,1.0,1.9345460903366156
mouse_sample_52-kraken2_refseqV205,0.0,0.37415717803636017,33187614,28606502,23762359,2200675,2122624,257811,2.0,3.0237554386722256,1.0,1.6219377525176386
mouse_sample_52-kraken2_refseqV205_100GB,9.0,5.3245123014869336,33187614,12307827,11969326,585190,1035217,19258800,2.0,2.342425537005075,1.0,1.9345460903366156
mouse_sample_52-kraken2_refseqV205_500GB,0.0,0.5304525055642747,33187614,27924846,22647891,2506334,2176023,580404,2.0,3.2085184975346466,1.0,1.9940666987435336
mouse_sample_52-kraken2_refseqV208_nt,1.0,3.8534861228649935,33187614,15728232,14782582,1087479,5595050,10776853,4.0,3.9112902410069528,6.0,4.7618675436323175
mouse_sample_52-kraken2_standard_0521,0.0,3.87676742895708,33187614,16665544,16123541,708043,2357128,13456898,2.0,2.5789761356301812,1.0,2.4277612416466146
mouse_sample_53-kraken2_GTDBr202RefSeqV205,1.0,1.2491875431484978,33080526,16134655,15452450,565295,14497720,1882856,3.0,3.3555860214578237,1.0,1.5506701053682923
mouse_sample_53-kraken2_chocophlan,0.0,1.483322453820716,33080526,25502239,24929462,1189227,1610105,4778955,2.0,2.5425045008228038,1.0,1.8848938423270527
mouse_sample_53-kraken2_minikraken,9.0,7.837958683002803,33080526,3194050,2641497,440222,1047429,28398531,2.0,2.6291144013702183,2.0,2.422099254460207
mouse_sample_53-kraken2_refseqV205,0.0,1.045071592876123,33080526,21497155,16719237,7550228,2307322,1725818,1.0,1.3725907350082671,5.0,3.7600976370008174
mouse_sample_53-kraken2_refseqV205_100GB,9.0,7.837958683002803,33080526,3194050,2641497,440222,1047429,28398531,2.0,2.6291144013702183,2.0,2.422099254460207
mouse_sample_53-kraken2_refseqV205_500GB,0.0,1.2543889416994156,33080526,20190129,14881392,8430952,2021847,2437595,1.0,1.4041556635597023,5.0,3.8178432888344167
mouse_sample_53-kraken2_refseqV208_nt,7.0,5.243363361271825,33080526,10366740,9662796,813282,7003524,14896980,3.0,3.878369372493182,6.0,5.172565982496812
mouse_sample_53-kraken2_standard_0521,9.0,5.494735210679541,33080526,10469297,10102712,518520,2954047,19138660,2.0,2.919015659955257,2.0,2.710588220160343
mouse_sample_54-kraken2_GTDBr202RefSeqV205,1.0,1.2674273254601298,33081324,15392442,14627681,588349,15222636,1877897,3.0,3.2078851158071147,1.0,1.5200879138146641
mouse_sample_54-kraken2_chocophlan,0.0,1.2517184318257637,33081324,25159363,24471500,1258248,2884943,3778770,2.0,2.4467132075711624,1.0,1.49777690581755
mouse_sample_54-kraken2_minikraken,9.0,7.655544983628829,33081324,3433693,2867126,507615,1461664,27678111,2.0,2.416027895156762,1.0,2.0004488035553996
mouse_sample_54-kraken2_refseqV205,0.0,0.7929578332475448,33081324,21530419,16417774,7390359,3133572,1026972,1.0,1.3485090507781827,1.0,2.241328107348419
mouse_sample_54-kraken2_refseqV205_100GB,9.0,7.655544983628829,33081324,3433693,2867126,507615,1461664,27678111,2.0,2.416027895156762,1.0,2.0004488035553996
mouse_sample_54-kraken2_refseqV205_500GB,0.0,0.9764429621982482,33081324,20317313,14575905,8262310,2959995,1541704,1.0,1.3922895655089194,1.0,2.338903950851268
mouse_sample_54-kraken2_refseqV208_nt,7.0,4.9131576474992364,33081324,10998981,10258950,832938,7401560,13847845,2.0,3.7017785237316585,6.0,4.704387048135798
mouse_sample_54-kraken2_standard_0521,9.0,5.1305939266517875,33081324,11140728,10776633,559539,3629574,17751480,2.0,2.72267348656662,2.0,2.325355813106442
mouse_sample_55-kraken2_GTDBr202RefSeqV205,1.0,1.7256445767722044,32945804,6990496,6791621,547271,22987069,2420968,3.0,3.5196840322253515,1.0,1.44158504940321
mouse_sample_55-kraken2_chocophlan,0.0,0.6627215107574852,32945804,28691993,28341098,1399625,1037876,1816310,2.0,2.4782673930517096,2.0,1.94479687361496
mouse_sample_55-kraken2_minikraken,9.0,8.414866912945879,32945804,1004455,919914,446286,1164507,30330069,2.0,2.800905697243472,2.0,2.5843958001111202
mouse_sample_55-kraken2_refseqV205,0.0,0.7013365343884156,32945804,19647659,16705400,11745386,955989,596769,1.0,1.230862399924532,2.0,3.4291315067432784
mouse_sample_55-kraken2_refseqV205_100GB,9.0,8.414866912945879,32945804,1004455,919914,446286,1164507,30330069,2.0,2.800905697243472,2.0,2.5843958001111202
mouse_sample_55-kraken2_refseqV205_500GB,0.0,0.8853207831868362,32945804,17878372,14766546,13142431,932195,992804,1.0,1.257756650957498,5.0,3.97167009048536
mouse_sample_55-kraken2_refseqV208_nt,9.0,6.851801158047318,32945804,3650951,3469979,957819,8920748,19416286,4.0,3.9369442452070804,6.0,5.293350288563246
mouse_sample_55-kraken2_standard_0521,9.0,7.2070157098002525,32945804,3632975,3547570,551766,3818982,24942077,2.0,3.286538133919089,2.0,2.9193114814366763
mouse_sample_56-kraken2_GTDBr202RefSeqV205,1.0,1.7072781769062932,32945668,7200557,7023569,556249,22802651,2386211,3.0,3.474088043304348,1.0,1.440142332573524
mouse_sample_56-kraken2_chocophlan,0.0,0.6526441655394573,32945668,28855683,28518418,1373930,921447,1794608,2.0,2.504016216255559,2.0,2.0728083112756353
mouse_sample_56-kraken2_minikraken,9.0,8.413837473260521,32945668,1042354,966873,442580,1130286,30329943,2.0,2.8156762619187488,2.0,2.635883307410691
mouse_sample_56-kraken2_refseqV205,0.0,0.6770822191251366,32945668,19887854,17078506,11689175,816888,551749,1.0,1.2309610387388332,2.0,3.6140180783657003
mouse_sample_56-kraken2_refseqV205_100GB,9.0,8.413837473260521,32945668,1042354,966873,442580,1130286,30329943,2.0,2.8156762619187488,2.0,2.635883307410691
mouse_sample_56-kraken2_refseqV205_500GB,0.0,0.8593091510543965,32945668,18109205,15156229,13097098,805235,934127,1.0,1.2576581468658172,6.0,4.261702484367918
mouse_sample_56-kraken2_refseqV208_nt,9.0,6.899584309536537,32945668,3450181,3253134,977397,8957105,19560985,4.0,3.8982603793545514,6.0,5.297738610856968
mouse_sample_56-kraken2_standard_0521,9.0,7.258506824023115,32945668,3452568,3363151,564082,3808573,25120443,2.0,3.2586999762445887,2.0,2.944456362002252
mouse_sample_57-kraken2_GTDBr202RefSeqV205,0.0,0.6174886803480839,33266924,27267989,25140448,538801,4376940,1083194,2.0,3.1448085656856613,1.0,2.078798658423465
mouse_sample_57-kraken2_chocophlan,0.0,2.5888030405215705,33266924,20644029,19574509,848404,3206537,8567954,2.0,3.07363944535858,1.0,1.9966212770973797
mouse_sample_57-kraken2_minikraken,9.0,5.244463118982687,33266924,12684086,11884848,323666,1206061,19053090,2.0,2.6206799602058912,1.0,1.7751440432946592
mouse_sample_57-kraken2_refseqV205,0.0,0.3020566313855769,33266924,28564151,22005775,1957392,2530065,215314,1.0,2.2119299557778924,1.0,1.4944426328967833
mouse_sample_57-kraken2_refseqV205_100GB,9.0,5.244463118982687,33266924,12684086,11884848,323666,1206061,19053090,2.0,2.6206799602058912,1.0,1.7751440432946592
mouse_sample_57-kraken2_refseqV205_500GB,0.0,0.4452122775162501,33266924,27963998,20677333,2252810,2534557,515555,1.0,2.4377404219619048,1.0,1.8461001271622612
mouse_sample_57-kraken2_refseqV208_nt,1.0,4.185213727605233,33266924,14428564,13300454,674675,6551534,11612151,4.0,4.131313595434839,6.0,4.874054534403698
mouse_sample_57-kraken2_standard_0521,1.0,4.2854803768451815,33266924,14612805,13931732,521000,3252370,14880734,2.0,2.666493282149712,1.0,2.2287642549894384
mouse_sample_58-kraken2_GTDBr202RefSeqV205,0.0,0.595741598106415,33266846,27238468,25224363,576403,4449247,1002728,2.0,3.1388386250592037,1.0,2.019365524098797
mouse_sample_58-kraken2_chocophlan,0.0,2.498689445942666,33266846,20594920,19490497,916753,3578392,8176781,2.0,3.2085927179949234,1.0,1.8418890384284337
mouse_sample_58-kraken2_minikraken,9.0,5.308375612163534,33266846,12409808,11634125,355465,1224522,19277025,2.0,2.5899990153742283,1.0,1.779307354216584
mouse_sample_58-kraken2_refseqV205,0.0,0.35133180344178105,33266846,28044886,21684279,1771060,3167507,283391,1.0,2.4945919392905944,1.0,1.4898442213387373
mouse_sample_58-kraken2_refseqV205_100GB,9.0,5.308375612163534,33266846,12409808,11634125,355465,1224522,19277025,2.0,2.5899990153742283,1.0,1.779307354216584
mouse_sample_58-kraken2_refseqV205_500GB,0.0,0.4989485327223386,33266846,27451107,20408317,2054013,3152312,609409,2.0,2.7167174696557423,1.0,1.7553925499760177
mouse_sample_58-kraken2_refseqV208_nt,2.0,4.1965114757197,33266846,14497783,13419298,730389,6381630,11657044,3.0,4.058609864058742,6.0,4.9716045900498775
mouse_sample_58-kraken2_standard_0521,1.0,4.28324142901915,33266846,14759459,14056176,570493,3054728,14882157,2.0,2.6090399005772205,1.0,2.311826126581483
mouse_sample_59-kraken2_GTDBr202RefSeqV205,0.0,0.5695433081509351,33262122,26726759,24537133,446751,5168402,920210,2.0,3.133729974862955,1.0,1.7921075024736852
mouse_sample_59-kraken2_chocophlan,9.0,5.721484174334859,35275263,10711898,10248326,437719,2269789,21855857,2.0,3.082338212414814,1.0,1.6631272774694037
mouse_sample_59-kraken2_minikraken,9.0,5.140026574371894,33262122,12902603,12247300,298641,1406413,18654446,2.0,2.618217190539812,1.0,1.6325922755264637
mouse_sample_59-kraken2_refseqV205,0.0,0.31329381210254714,33262122,27740260,21646891,1616827,3685473,219557,1.0,2.1527930941281905,1.0,1.3469275178518467
mouse_sample_59-kraken2_refseqV205_100GB,9.0,5.140026574371894,33262122,12902603,12247300,298641,1406413,18654446,2.0,2.618217190539812,1.0,1.6325922755264637
mouse_sample_59-kraken2_refseqV205_500GB,0.0,0.4540364261787026,33262122,27183720,20356468,1876832,3673012,528552,1.0,2.399183837445227,1.0,1.5906095596747305
mouse_sample_59-kraken2_refseqV208_nt,1.0,4.0668709290405465,33262122,14923827,13964634,653978,6427625,11256692,3.0,4.073270048839564,7.0,4.869403551078354
mouse_sample_59-kraken2_standard_0521,1.0,4.18402665350094,33262122,15012102,14462538,503616,3209668,14536735,2.0,2.611285185538188,1.0,2.1883559296475523
mouse_sample_6-kraken2_GTDBr202RefSeqV205,0.0,1.2108695040034496,33098456,16736724,15976754,534889,13985195,1841648,3.0,3.3837618646111625,1.0,1.551150484494496
mouse_sample_6-kraken2_chocophlan,0.0,2.103364821609805,33098456,23268483,22611406,1164889,1747726,6917358,2.0,2.7819620581875184,2.0,2.358052120298033
mouse_sample_6-kraken2_minikraken,9.0,7.753328433205464,33098456,3508061,3233091,428161,1075422,28086515,2.0,2.6996410228862513,2.0,2.4976344170009543
mouse_sample_6-kraken2_refseqV205,0.0,0.6028608706097952,33098456,23632013,19964684,7042977,1776019,647446,1.0,1.3591383302827766,1.0,2.564365020869709
mouse_sample_6-kraken2_refseqV205_100GB,9.0,7.753328433205464,33098456,3508061,3233091,428161,1075422,28086515,2.0,2.6996410228862513,2.0,2.4976344170009543
mouse_sample_6-kraken2_refseqV205_500GB,0.0,0.7790403274400474,33098456,22375027,18394436,7920360,1722776,1080289,1.0,1.4080998843486912,1.0,2.849898651943143
mouse_sample_6-kraken2_refseqV208_nt,9.0,6.548561872493387,33098456,5291505,4715532,907191,8415469,18484291,4.0,4.1333126100236885,7.0,5.542051666995626
mouse_sample_6-kraken2_standard_0521,9.0,6.893163294384488,33098456,5098282,4727357,606538,3411348,23982284,2.0,3.088536909476405,2.0,3.0601260850549403
mouse_sample_60-kraken2_GTDBr202RefSeqV205,0.0,0.5283464126706255,33268760,27779721,25541876,480519,4119263,889257,2.0,3.160122700663241,1.0,1.9555969113892464
mouse_sample_60-kraken2_chocophlan,0.0,2.4440251755701143,33268760,21016315,20095394,802269,3396478,8053698,2.0,3.077336903208276,1.0,1.871807501770952
mouse_sample_60-kraken2_minikraken,9.0,5.803680505848857,33824807,11052738,10549598,273324,954608,21544111,2.0,2.5399672183928232,1.0,1.7985455810133584
mouse_sample_60-kraken2_refseqV205,0.0,0.3261673113154803,33268760,28479948,22234378,1547379,2947753,293680,1.0,2.385692193056775,1.0,1.5321812919874902
mouse_sample_60-kraken2_refseqV205_100GB,9.0,5.105656387553969,33268760,13244764,12641695,327312,1144437,18552210,2.0,2.539717456127487,1.0,1.797699654939503
mouse_sample_60-kraken2_refseqV205_500GB,0.0,0.4698513861051629,33268760,27901819,20923525,1799732,2946562,620639,2.0,2.6261810091724773,1.0,1.8051980579400668
mouse_sample_60-kraken2_refseqV208_nt,1.0,4.0410593301343365,33268760,15371849,14408789,653684,6015731,11227496,4.0,4.199061014190343,7.0,5.094760719852666
mouse_sample_60-kraken2_standard_0521,1.0,4.118953907509628,33268760,15665855,15071204,494345,2764254,14344296,2.0,2.6764223366272537,1.0,2.391480305355441
mouse_sample_61-kraken2_GTDBr202RefSeqV205,0.0,0.5015405367483481,33268924,28574121,27013625,540355,3306033,848415,2.0,2.8172331152668155,1.0,2.2769503510703006
mouse_sample_61-kraken2_chocophlan,0.0,2.9757072997010665,33268924,19294204,18602466,957552,3068105,9949063,2.0,2.9071058281952316,1.0,2.1750585459102605
mouse_sample_61-kraken2_minikraken,9.0,6.331521974388558,33751087,9140103,8786069,282407,856274,23472225,2.0,2.6402036776708786,1.0,1.9846567804230888
mouse_sample_61-kraken2_refseqV205,0.0,0.5321026012142743,33268924,28081965,23563868,1844302,2511271,831381,1.0,2.186760628140077,1.0,2.463676759696584
mouse_sample_61-kraken2_refseqV205_100GB,9.0,5.776528871207256,33268924,10883663,10462122,335982,1019194,21029991,2.0,2.6401057199492834,1.0,1.9830444449241265
mouse_sample_61-kraken2_refseqV205_500GB,0.0,0.7003706221457598,33268924,27395189,22376676,2129096,2410150,1334485,1.0,2.349765816102233,1.0,2.6086753936476983
mouse_sample_61-kraken2_refseqV208_nt,6.0,4.555090329942741,33268924,13291021,12149819,793357,6427883,12756663,3.0,3.786615609366275,6.0,5.247271768947879
mouse_sample_61-kraken2_standard_0521,5.0,4.600788531663964,33268924,14070230,13363433,603315,2481913,16113454,2.0,2.502753951086912,1.0,2.631897653140944
mouse_sample_62-kraken2_GTDBr202RefSeqV205,0.0,0.713147493038519,33200550,19758009,18919333,439182,12263798,739561,1.0,2.2642822337891806,1.0,1.3068062601813892
mouse_sample_62-kraken2_chocophlan,1.0,2.74251288005771,33200550,12121125,11605059,945282,12464988,7669155,2.0,3.021739544389928,1.0,1.5382401491281017
mouse_sample_62-kraken2_minikraken,9.0,5.561887197651847,33200550,10008421,8497176,378206,2829028,19984826,2.0,2.6479907775127844,1.0,1.3404508544984357
mouse_sample_62-kraken2_refseqV205,0.0,0.5062443242657124,33200550,20040815,18152496,2185797,10833167,140770,1.0,1.6844112239151212,1.0,1.0946817306518029
mouse_sample_62-kraken2_refseqV205_100GB,9.0,5.561887197651847,33200550,10008421,8497176,378206,2829028,19984826,2.0,2.6479907775127844,1.0,1.3404508544984357
mouse_sample_62-kraken2_refseqV205_500GB,0.0,0.6429929022260173,33200550,19577278,17284595,2538241,10648824,436200,1.0,1.903353148893269,1.0,1.1823545961507111
mouse_sample_62-kraken2_refseqV208_nt,7.0,5.0128673771970655,33200550,8120044,6918840,1120909,10280073,13679524,2.0,3.3134117042507465,4.0,3.85213266481668
mouse_sample_62-kraken2_standard_0521,2.0,4.514018984625253,33200550,11242130,10741701,793098,5807723,15357594,1.0,2.1799084098055976,1.0,1.708180813719938
mouse_sample_63-kraken2_GTDBr202RefSeqV205,0.0,0.8386990041106165,33194048,16632260,15990636,440083,15257057,864648,1.0,2.192200107706955,1.0,1.2514361714713396
mouse_sample_63-kraken2_chocophlan,1.0,2.809804697516856,33194048,10660444,10211462,945382,13752888,7835334,2.0,2.781540160485391,1.0,1.4630503789458622
mouse_sample_63-kraken2_minikraken,9.0,5.701859923803207,33194048,9394991,7934204,445489,2881892,20471652,2.0,2.4756750447261324,1.0,1.3601626986715671
mouse_sample_63-kraken2_refseqV205,0.0,0.5767562003886962,33194048,17229843,15602699,3125337,12720347,118520,1.0,1.4450460862300611,1.0,1.0661602234593128
mouse_sample_63-kraken2_refseqV205_100GB,9.0,5.701859923803207,33194048,9394991,7934204,445489,2881892,20471652,2.0,2.4756750447261324,1.0,1.3601626986715671
mouse_sample_63-kraken2_refseqV205_500GB,0.0,0.7079041399229163,33194048,16814929,14811046,3543608,12442169,393334,1.0,1.6210876033692214,1.0,1.142375336647493
mouse_sample_63-kraken2_refseqV208_nt,7.0,4.995756257266364,33194048,7243744,6259220,1111014,11269116,13570174,2.0,3.2025240005976516,1.0,3.561926064120735
mouse_sample_63-kraken2_standard_0521,5.0,4.684537872572818,33194048,9543281,9175962,819125,7002562,15829071,1.0,2.1658611323058143,1.0,1.6084033243832758
mouse_sample_7-kraken2_GTDBr202RefSeqV205,1.0,1.128329161816153,33149410,12687749,11919132,713862,18492738,1255061,1.0,2.130362731172131,1.0,1.3295549853136943
mouse_sample_7-kraken2_chocophlan,1.0,1.1563238078747102,33149410,13891393,12887257,1151045,16052897,2054075,1.0,2.3293728742143007,1.0,1.0691879478202595
mouse_sample_7-kraken2_minikraken,1.0,4.576019543032591,33149410,10420613,6970549,479838,6292196,15956623,2.0,2.304365223262851,1.0,1.1086366349681416
mouse_sample_7-kraken2_refseqV205,1.0,0.7034533646300191,33149410,14161146,11633587,3738317,15084293,165653,1.0,1.5129722813768869,1.0,1.0721223725898192
mouse_sample_7-kraken2_refseqV205_100GB,1.0,4.576019543032591,33149410,10420613,6970549,479838,6292196,15956623,2.0,2.304365223262851,1.0,1.1086366349681416
mouse_sample_7-kraken2_refseqV205_500GB,1.0,0.8421926363093641,33149410,13672196,10754563,4296758,14730327,450126,1.0,1.661988410797164,1.0,1.1354714664514916
mouse_sample_7-kraken2_refseqV208_nt,1.0,3.7470930251850643,33149410,9584178,7861037,1753579,11902492,9909161,1.0,1.916801010961012,1.0,2.6608051490393776
mouse_sample_7-kraken2_standard_0521,1.0,3.8934768673107607,33149410,9660196,8825912,1583857,9157539,12747818,1.0,1.4905910066375945,1.0,1.3076893257020257
mouse_sample_8-kraken2_GTDBr202RefSeqV205,0.0,0.3227452835714368,33121460,29705288,28356016,814700,2289894,311578,2.0,2.432842764207684,1.0,2.578091387636284
mouse_sample_8-kraken2_chocophlan,0.0,0.9255173534016918,33121460,27721911,27323965,1075204,1561024,2763321,3.0,2.9209266334574644,1.0,1.6937631964659094
mouse_sample_8-kraken2_minikraken,9.0,5.544952517189762,33121460,11790789,11654600,518165,738216,20073735,1.0,2.422199492439667,1.0,2.3478412822263404
mouse_sample_8-kraken2_refseqV205,0.0,0.2693028326649852,33121460,29800604,27265970,1583729,1520214,216911,2.0,2.743917046413875,1.0,1.724668369058567
mouse_sample_8-kraken2_refseqV205_100GB,9.0,5.544952517189762,33121460,11790789,11654600,518165,738216,20073735,1.0,2.422199492439667,1.0,2.3478412822263404
mouse_sample_8-kraken2_refseqV205_500GB,0.0,0.4168786037813551,33121460,29155536,26346797,1831057,1604093,530771,2.0,2.986869332849824,1.0,2.22027899878623
mouse_sample_8-kraken2_refseqV208_nt,0.0,3.5986477045395944,33121460,17233524,16685099,905248,4795350,10187338,4.0,3.8884769698469372,6.0,5.002009863722146
mouse_sample_8-kraken2_standard_0521,0.0,3.565711445087264,33121460,18370722,18138802,582826,1736541,12431370,2.0,2.6240902087415456,2.0,2.7006802603566515
mouse_sample_9-kraken2_GTDBr202RefSeqV205,0.0,0.3903877773624344,33129216,29182963,26990006,610036,2830995,505222,2.0,2.9134805159039794,1.0,2.3344848719266547
mouse_sample_9-kraken2_chocophlan,0.0,0.8820951573378616,33129216,27815293,27093264,916104,1849619,2548200,3.0,3.5573810397072823,1.0,1.6383860676171689
mouse_sample_9-kraken2_minikraken,6.0,4.560951578208188,33129216,15395788,15122814,330345,920156,16482658,2.0,2.7266282220103224,1.0,2.0145268845717466
mouse_sample_9-kraken2_refseqV205,0.0,0.3134697784577818,33129216,29422211,24898335,1487838,1984242,234924,2.0,3.4442519951768933,1.0,1.5855898625268492
mouse_sample_9-kraken2_refseqV205_100GB,6.0,4.560951578208188,33129216,15395788,15122814,330345,920156,16482658,2.0,2.7266282220103224,1.0,2.0145268845717466
mouse_sample_9-kraken2_refseqV205_500GB,0.0,0.4633182384998184,33129216,28792863,23833892,1735005,2059306,542040,2.0,3.6753980536079145,1.0,1.9881251256491264
mouse_sample_9-kraken2_refseqV208_nt,0.0,2.7070998903203747,33129216,20923755,20163831,786764,3899928,7518769,5.0,4.4943617145675185,6.0,4.738337220584585
mouse_sample_9-kraken2_standard_0521,0.0,2.5412310994621787,33129216,22140606,21577560,425282,1797430,8765897,2.0,2.653977831180252,1.0,2.3184340975726454
plant_sample_0-kraken2_GTDBr202RefSeqV205,1.0,2.177814993564104,33254108,13030427,6940645,6800393,9838720,3248427,2.0,1.9940932825499935,3.0,2.7035595077408443
plant_sample_0-kraken2_chocophlan,3.0,3.2083502284890635,33254108,9262167,5560514,5825413,10917094,7170290,1.0,1.9211324587630096,3.0,2.7712987540457195
plant_sample_0-kraken2_minikraken,3.0,4.869849764125383,33254108,6915309,3309783,6929298,4412048,14982965,2.0,2.1887935834192733,3.0,2.674184415038096
plant_sample_0-kraken2_refseqV205,0.0,1.5975460535582549,33254108,18428313,6571692,7521322,4591823,2226438,2.0,2.1177939197391096,2.0,2.783754730964151
plant_sample_0-kraken2_refseqV205_100GB,3.0,4.869849764125383,33254108,6915309,3309783,6929298,4412048,14982965,2.0,2.1887935834192733,3.0,2.674184415038096
plant_sample_0-kraken2_refseqV205_500GB,1.0,2.0305313256335134,33254108,16172041,5067063,9419934,3878436,3389349,2.0,2.265653984412205,3.0,3.1270140850590287
plant_sample_0-kraken2_refseqV208_nt,2.0,2.9564435467642074,33254108,9987033,6473988,5952166,11643304,5307195,2.0,2.09311400253286,3.0,2.9897773003264367
plant_sample_0-kraken2_standard_0521,2.0,3.1965163522052675,33254108,9905033,6588969,6051619,9550523,7674677,1.0,1.8225258397794044,3.0,2.6747928883056984
plant_sample_1-kraken2_GTDBr202RefSeqV205,0.0,1.5578168078951131,33197042,20002371,4443694,3923752,6349582,2580690,2.0,2.1117838232385737,2.0,2.698880178254253
