File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
kraken2_RefSeqV208_nt_HMP_even_454_SRR072233_0.10,148.89,43.41,0:28.99,322413880, 12 ,663%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r4_0.30,358.99,46.74,0:44.42,322727324, 12 ,913%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r3_0.85,344.48,45.35,0:43.38,322637524, 12 ,898%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r9_0.55,331.47,44.12,0:42.29,322709120, 12 ,888%
kraken2_RefSeqV208_nt_ABRF_MGRG_Normal_0.55,62.81,31.85,0:16.58,286905856, 12 ,570%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r3_0.30,334.04,45.94,0:42.87,322734348, 12 ,886%
kraken2_RefSeqV208_nt_RM2_S002__insert_270_0.85,2928.29,101.15,4:26.52,322527860, 12 ,1136%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r9_0.00,352.65,48.33,0:47.78,322724904, 12 ,839%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r2_0.15,313.32,41.34,0:39.57,322702612, 12 ,896%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r8_0.25,349.20,47.73,0:44.47,322721768, 12 ,892%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r5_0.55,363.25,45.66,0:44.75,322714100, 12 ,913%
kraken2_RefSeqV208_nt_Huttenhower_LC4_0.55,3.96,18.33,0:07.79,166614924, 12 ,286%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.7_0.60,86.25,43.29,0:22.96,322593616, 12 ,564%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r2_0.40,327.28,44.72,0:41.66,322739848, 12 ,892%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r8_0.90,365.23,46.51,0:44.63,313432644, 12 ,922%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.frankengenome_0.80,16.63,34.33,0:15.06,300362108, 12 ,338%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r0_0.50,373.52,47.36,0:46.33,322731000, 12 ,908%
kraken2_RefSeqV208_nt_MGRG_nanopore_b1.pass.2d_0.15,0.17,0.33,0:00.41,2201372, 12 ,122%
kraken2_RefSeqV208_nt_MGRG_nanopore_b7.pass.2d_0.30,0.40,2.25,0:02.51,18840264, 12 ,105%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r5_0.95,372.42,48.35,0:45.91,322681816, 12 ,916%
kraken2_RefSeqV208_nt_MGRG_nanopore_b8.fail.2d_0.20,1.66,12.53,0:06.45,110097476, 12 ,219%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r2_0.45,342.15,46.20,0:43.19,322716260, 12 ,899%
kraken2_RefSeqV208_nt_RH_S004__insert_270_0.60,2685.52,87.98,4:02.58,322549192, 12 ,1143%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r5_0.45,341.98,44.35,0:42.98,322730820, 12 ,898%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r3_0.65,350.57,45.08,0:43.39,322533268, 12 ,911%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r2_0.05,365.71,52.30,0:56.16,322697908, 12 ,744%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r2_0.85,351.03,45.63,0:43.84,322675128, 12 ,904%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r0_0.25,388.24,47.77,0:47.49,322708404, 12 ,918%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r7_0.90,317.73,44.24,0:41.08,320946292, 12 ,881%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r5_1.00,371.21,50.21,0:47.26,322694176, 12 ,891%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r7_0.25,364.81,48.02,0:46.36,322693356, 12 ,890%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r2_1.00,335.22,45.17,0:42.32,322647372, 12 ,898%
kraken2_RefSeqV208_nt_MGRG_nanopore_b9.fail.2d_0.60,0.25,0.55,0:00.65,3782780, 12 ,123%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r2_0.35,335.22,44.63,0:42.65,322712252, 12 ,890%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r0_0.10,390.13,48.79,0:48.19,322736584, 12 ,910%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r5_0.05,377.23,47.86,0:48.15,322735456, 12 ,882%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r5_0.85,331.37,44.17,0:41.95,322636028, 12 ,895%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r2_0.45,344.60,45.13,0:43.12,322727448, 12 ,903%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r3_0.20,358.54,47.10,0:44.90,322740196, 12 ,903%
kraken2_RefSeqV208_nt_RH_S003__insert_270_0.30,2849.28,93.05,4:17.92,322816484, 12 ,1140%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r4_0.60,340.05,44.09,0:42.01,322727476, 12 ,914%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r6_0.80,405.61,52.34,0:50.71,322676888, 12 ,902%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r4_0.10,349.27,45.70,0:43.98,322746504, 12 ,897%
kraken2_RefSeqV208_nt_RM1_S002__insert_5000_0.00,889.02,62.56,1:38.60,322992068, 12 ,965%
kraken2_RefSeqV208_nt_ZymoMock_0.60,284.77,48.18,0:39.62,318961660, 12 ,840%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r6_0.35,357.34,45.75,0:44.65,322689116, 12 ,902%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r9_0.75,350.96,46.95,0:44.30,322659692, 12 ,898%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r1_0.80,396.65,52.91,1:05.92,322698724, 12 ,681%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r6_0.00,344.55,48.93,0:49.07,322741932, 12 ,801%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r3_0.90,352.58,47.05,0:44.39,322679380, 12 ,900%
kraken2_RefSeqV208_nt_MGRG_nanopore_b9.pass.2d_0.50,0.13,0.02,0:00.06,67748, 12 ,259%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r1_0.00,349.64,51.81,0:58.73,322704912, 12 ,683%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.hous2_0.55,8.99,24.93,0:10.39,203490072, 12 ,326%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r3_0.60,369.11,47.48,0:45.56,322723292, 12 ,914%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r5_0.40,361.31,46.48,0:45.09,322665512, 12 ,904%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r4_0.20,352.02,46.29,0:44.18,322630100, 12 ,901%
kraken2_RefSeqV208_nt_NegControl_MH1_0.85,15.88,33.97,0:14.04,318334240, 12 ,354%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r4_0.60,352.84,45.76,0:44.34,322731356, 12 ,898%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r6_0.75,325.80,44.55,0:41.52,322635428, 12 ,891%
kraken2_RefSeqV208_nt_Huttenhower_HC1_0.60,14.63,32.62,0:13.92,313036708, 12 ,339%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r9_0.35,355.44,45.58,0:44.29,322701900, 12 ,905%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r9_0.80,341.33,46.11,0:43.43,322679812, 12 ,891%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r4_0.30,408.16,52.05,0:49.48,322684072, 12 ,930%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r3_0.70,346.13,45.33,0:43.36,322698640, 12 ,902%
kraken2_RefSeqV208_nt_MGRG_nanopore_b7.fail.2d_0.00,2.81,17.20,0:07.80,148338328, 12 ,256%
kraken2_RefSeqV208_nt_Huttenhower_LC2_0.70,4.29,20.17,0:08.24,181979200, 12 ,297%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r4_0.65,367.37,47.36,0:45.78,322718468, 12 ,905%
kraken2_RefSeqV208_nt_MGRG_nanopore_b1.fail.2d_0.25,0.32,1.24,0:01.42,10126708, 12 ,110%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r9_0.00,364.88,49.35,0:48.54,322755372, 12 ,853%
kraken2_RefSeqV208_nt_MGRG_nanopore_R6_2d_pass_0.05,15.05,35.87,0:15.13,316957452, 12 ,336%
kraken2_RefSeqV208_nt_MGRG_nanopore_b8.pass.2d_0.10,0.14,0.35,0:00.39,2386336, 12 ,124%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r2_0.15,376.50,49.49,0:46.64,322695632, 12 ,913%
kraken2_RefSeqV208_nt_ABRF_MGRG_Half_0.45,73.27,35.16,0:18.25,294311316, 12 ,594%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r7_0.85,339.92,44.58,0:42.59,322659360, 12 ,902%
kraken2_RefSeqV208_nt_JGI_SRR033547_0.35,0.17,0.04,0:00.08,216348, 12 ,256%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r8_0.65,355.80,46.97,0:44.32,322718096, 12 ,908%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r5_0.15,337.23,45.70,0:42.78,322723524, 12 ,894%
kraken2_RefSeqV208_nt_Mavromatis_simLC_0.25,16.29,32.28,0:13.99,315948956, 12 ,347%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r7_0.75,360.85,47.39,0:45.34,322723412, 12 ,900%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r1_0.55,375.85,45.37,0:45.54,322556928, 12 ,924%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r0_0.35,332.13,43.80,0:41.51,322661892, 12 ,905%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r7_0.35,341.54,45.35,0:43.06,322660100, 12 ,898%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r0_0.75,361.64,48.75,0:45.29,322711180, 12 ,906%
kraken2_RefSeqV208_nt_NA12878_NegControl_SL126488_0_0.50,306.18,48.65,0:41.40,322679808, 12 ,856%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r2_0.95,354.40,46.53,0:44.75,322651864, 12 ,895%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r0_0.05,369.85,49.14,0:52.82,322779060, 12 ,793%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r2_0.20,350.51,46.61,0:44.21,322720972, 12 ,898%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r5_0.95,357.05,46.34,0:44.79,322641852, 12 ,900%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r0_0.25,373.70,47.22,0:46.40,322712360, 12 ,907%
kraken2_RefSeqV208_nt_Huttenhower_LC6_0.65,4.16,18.74,0:07.98,173814968, 12 ,286%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r7_0.65,359.20,45.44,0:44.03,322706700, 12 ,918%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r8_0.85,394.28,48.38,0:48.30,322661432, 12 ,916%
kraken2_RefSeqV208_nt_BMI_bmi_reads_0.90,98.70,41.18,0:23.48,322425556, 12 ,595%
kraken2_RefSeqV208_nt_JGI_SRR033548_0.35,1.03,6.82,0:03.91,63160128, 12 ,200%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r0_0.70,435.21,54.90,0:52.02,322703420, 12 ,942%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r2_1.00,339.77,44.83,0:43.06,322578084, 12 ,893%
kraken2_RefSeqV208_nt_NegControl_MH2_0.10,14.86,32.22,0:13.93,318363436, 12 ,337%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r8_0.75,327.85,42.55,0:40.74,322681056, 12 ,909%
kraken2_RefSeqV208_nt_Mavromatis_simMC_0.50,21.85,36.54,0:16.06,319118280, 12 ,363%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r0_0.75,322.67,43.02,0:40.98,322719872, 12 ,892%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r8_0.35,332.23,43.53,0:41.54,322724584, 12 ,904%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r2_0.60,320.11,44.38,0:41.08,322670284, 12 ,887%
kraken2_RefSeqV208_nt_MGRG_nanopore_b1.pass.2d_1.00,0.13,0.31,0:00.35,2202732, 12 ,126%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r4_0.30,345.60,45.63,0:43.30,322721284, 12 ,903%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.buccal_0.05,10.63,14.03,0:06.41,109438228, 12 ,384%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r9_0.55,362.47,46.68,0:45.71,322733768, 12 ,894%
kraken2_RefSeqV208_nt_Huttenhower_HC1_1.00,15.72,35.02,0:14.50,312992464, 12 ,349%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r4_1.00,378.25,48.19,0:46.58,322694120, 12 ,915%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.soil_0.75,44.03,45.26,0:23.14,321683180, 12 ,385%
kraken2_RefSeqV208_nt_RM2_S001__insert_270_0.90,2823.01,97.59,4:17.63,322508408, 12 ,1133%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r9_0.25,375.81,51.21,0:50.10,322735152, 12 ,852%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r6_0.25,323.88,44.89,0:41.45,322662460, 12 ,889%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r9_0.65,363.89,50.57,0:48.33,322616228, 12 ,857%
kraken2_RefSeqV208_nt_RM1_S001__insert_5000_0.20,884.31,57.17,1:31.20,322689876, 12 ,1032%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r8_0.05,383.37,49.30,0:54.74,322729876, 12 ,790%
kraken2_RefSeqV208_nt_NA12878_NegControl_SL126486_0_0.35,397.03,48.73,0:48.18,322872368, 12 ,925%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r6_0.75,359.63,46.77,0:44.58,322649232, 12 ,911%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r1_0.35,368.68,48.57,0:46.33,322749076, 12 ,900%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r6_0.20,346.17,46.36,0:44.00,322751884, 12 ,892%
kraken2_RefSeqV208_nt_ABRF_MGRG_5ng_0.25,71.73,37.78,0:19.56,305864124, 12 ,559%
kraken2_RefSeqV208_nt_ZymoMock_1.00,283.53,47.82,0:39.51,318986584, 12 ,838%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r6_0.55,338.07,44.40,0:42.52,322701084, 12 ,899%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r4_0.70,327.77,42.76,0:40.78,322610020, 12 ,908%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r1_0.65,350.10,45.57,0:44.18,322686460, 12 ,895%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r9_0.25,332.85,45.76,0:42.58,322700560, 12 ,889%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r6_0.25,359.04,46.11,0:44.86,322751424, 12 ,903%
kraken2_RefSeqV208_nt_MGRG_nanopore_b4.pass.2d_0.85,0.11,0.01,0:00.04,88556, 12 ,270%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r0_0.85,350.04,43.52,0:42.62,322554676, 12 ,923%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r4_1.00,338.26,43.15,0:41.45,322673304, 12 ,920%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r3_1.00,352.67,45.27,0:43.54,322662404, 12 ,913%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r1_0.25,377.71,46.97,0:46.84,322749356, 12 ,906%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r7_0.05,349.23,47.02,0:51.59,322690484, 12 ,768%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r6_0.65,333.37,43.96,0:42.01,322579636, 12 ,898%
kraken2_RefSeqV208_nt_HMP_even_454_SRR072233_0.65,147.71,40.24,0:26.75,322411056, 12 ,702%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r4_0.45,364.60,46.84,0:44.80,322688552, 12 ,918%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r9_0.20,355.80,47.06,0:44.75,322742264, 12 ,900%
kraken2_RefSeqV208_nt_ABRF_MGRG_Normal_0.20,67.96,33.74,0:18.24,286928068, 12 ,557%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r3_0.45,341.64,46.52,0:43.76,322755320, 12 ,886%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r9_0.75,354.60,47.05,0:44.19,322717784, 12 ,908%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r2_0.60,355.12,46.05,0:44.64,322642024, 12 ,898%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r8_0.50,373.71,50.68,0:47.35,322728884, 12 ,896%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.7_0.15,83.96,42.39,0:23.23,322599564, 12 ,543%
kraken2_RefSeqV208_nt_Huttenhower_LC4_0.20,4.07,17.35,0:07.26,166614044, 12 ,294%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r5_0.20,398.77,49.86,0:48.82,322718804, 12 ,918%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r2_0.35,334.62,45.60,0:42.31,322728192, 12 ,898%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r0_0.25,345.94,45.40,0:43.85,322744752, 12 ,892%
kraken2_RefSeqV208_nt_MGRG_nanopore_b1.pass.2d_0.60,0.22,0.30,0:00.40,2202452, 12 ,130%
kraken2_RefSeqV208_nt_MGRG_nanopore_b7.pass.2d_0.45,0.36,2.17,0:02.40,18841368, 12 ,105%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r2_1.00,322.95,44.34,0:41.17,322581580, 12 ,892%
kraken2_RefSeqV208_nt_HMP_even_illum_SRR172902_0.85,71.25,39.68,0:19.88,321585096, 12 ,557%
kraken2_RefSeqV208_nt_MGRG_nanopore_b8.fail.2d_0.55,1.77,11.72,0:06.25,110100956, 12 ,215%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r2_0.30,358.75,46.98,0:44.77,322735892, 12 ,906%
kraken2_RefSeqV208_nt_RH_S004__insert_270_0.15,2685.46,88.96,4:03.30,323033044, 12 ,1140%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r5_0.30,363.43,46.64,0:45.14,322726940, 12 ,908%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r3_0.10,385.25,46.19,0:46.78,322616636, 12 ,922%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r2_0.70,361.77,46.42,0:44.94,322529164, 12 ,908%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r0_0.50,338.40,45.05,0:42.70,322674288, 12 ,897%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r7_0.50,345.79,47.35,0:44.28,322689056, 12 ,887%
kraken2_RefSeqV208_nt_MGRG_nanopore_b9.fail.2d_0.15,0.13,0.53,0:00.57,3783972, 12 ,117%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r2_0.40,362.98,47.09,0:45.35,322739224, 12 ,904%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r0_0.65,349.20,45.79,0:43.86,322689672, 12 ,900%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r5_0.70,359.01,46.48,0:45.05,322661596, 12 ,900%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r2_0.30,359.92,46.31,0:45.70,322717524, 12 ,888%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r4_0.90,342.03,44.66,0:42.74,322582804, 12 ,904%
kraken2_RefSeqV208_nt_RH_S003__insert_270_0.45,2831.38,93.83,4:16.72,322675156, 12 ,1139%
kraken2_RefSeqV208_nt_ani99_cLOW_stFalse_r3_0.55,348.46,46.65,0:44.05,322718148, 12 ,896%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r4_0.15,344.83,44.63,0:42.89,322739140, 12 ,908%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r4_0.95,335.69,42.85,0:41.43,322683000, 12 ,913%
kraken2_RefSeqV208_nt_ani97_cHIGH_stFalse_r4_0.65,359.53,49.16,0:48.03,322717668, 12 ,850%
kraken2_RefSeqV208_nt_RM1_S002__insert_5000_0.75,847.57,53.56,1:25.54,322470544, 12 ,1053%
kraken2_RefSeqV208_nt_ZymoMock_0.15,318.03,49.35,0:43.09,319004548, 12 ,852%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r6_0.40,345.23,44.95,0:43.41,322699332, 12 ,898%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r9_0.00,356.42,49.17,0:47.36,322742028, 12 ,856%
kraken2_RefSeqV208_nt_ani99_cHIGH_stFalse_r6_0.75,347.42,46.24,0:43.73,322707820, 12 ,900%
kraken2_RefSeqV208_nt_ani99_cLOW_stTrue_r1_0.75,333.00,48.22,0:43.28,322686464, 12 ,880%
kraken2_RefSeqV208_nt_MGRG_nanopore_b9.pass.2d_0.25,0.11,0.02,0:00.04,67756, 12 ,275%
kraken2_RefSeqV208_nt_UnAmbiguouslyMapped_ds.hous2_0.20,8.78,24.62,0:10.23,203497300, 12 ,326%
kraken2_RefSeqV208_nt_ani100_cHIGH_stTrue_r3_0.15,356.99,47.01,0:44.79,322748032, 12 ,901%
kraken2_RefSeqV208_nt_ani100_cHIGH_stFalse_r5_0.35,390.58,47.22,0:47.64,322648292, 12 ,918%
kraken2_RefSeqV208_nt_ani99_cHIGH_stTrue_r3_0.95,373.88,47.25,0:46.16,322705272, 12 ,912%
kraken2_RefSeqV208_nt_ani100_cLOW_stFalse_r4_0.55,377.82,46.13,0:45.96,322600800, 12 ,922%
kraken2_RefSeqV208_nt_ani100_cLOW_stTrue_r4_0.15,334.59,44.43,0:42.27,322723944, 12 ,896%
kraken2_RefSeqV208_nt_Huttenhower_HC1_0.15,15.59,36.53,0:15.28,313054864, 12 ,341%
kraken2_RefSeqV208_nt_ani95_cLOW_stTrue_r6_0.00,364.17,48.70,0:47.20,322738828, 12 ,874%
kraken2_RefSeqV208_nt_ani95_cLOW_stFalse_r9_0.40,332.16,43.37,0:41.27,322682968, 12 ,909%
kraken2_RefSeqV208_nt_ani97_cLOW_stTrue_r3_0.90,412.31,55.54,0:50.08,322691636, 12 ,934%
kraken2_RefSeqV208_nt_Huttenhower_LC5_0.85,4.21,19.46,0:08.33,174167320, 12 ,284%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r4_0.85,374.44,45.86,0:45.36,322664648, 12 ,926%
kraken2_RefSeqV208_nt_ani97_cLOW_stFalse_r4_0.45,479.36,58.60,0:55.96,322691532, 12 ,961%
kraken2_RefSeqV208_nt_Huttenhower_LC2_0.05,4.68,19.95,0:08.46,181853484, 12 ,291%
kraken2_RefSeqV208_nt_MGRG_nanopore_b7.fail.2d_0.75,2.37,15.70,0:07.23,148397484, 12 ,249%
kraken2_RefSeqV208_nt_ani97_cHIGH_stTrue_r3_0.05,377.08,49.54,0:49.05,322771904, 12 ,869%
