File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
minikrakenV2_ani99_cLOW_stFalse_r1_0.45,153.86,6.76,0:14.23,8157360, 12 ,1128%
minikrakenV2_ani97_cLOW_stTrue_r5_0.40,162.00,7.29,0:14.84,8161524, 12 ,1140%
minikrakenV2_ani100_cLOW_stTrue_r1_0.85,156.58,6.92,0:14.33,8158228, 12 ,1140%
minikrakenV2_RM1_S001__insert_5000_0.00,361.48,12.30,0:37.97,8448236, 12 ,984%
minikrakenV2_ABRF_MGRG_1ng_0.80,38.64,2.95,0:04.06,7851612, 12 ,1024%
minikrakenV2_Huttenhower_LC6_0.45,1.90,1.46,0:00.89,8021712, 12 ,374%
minikrakenV2_RH_S002__insert_270_0.85,1046.76,22.46,1:39.97,8134368, 12 ,1069%
minikrakenV2_ani95_cLOW_stTrue_r8_0.50,153.43,6.19,0:13.92,8160024, 12 ,1146%
minikrakenV2_MGRG_nanopore_b9.pass.2d_0.40,0.05,0.01,0:00.03,18460, 12 ,186%
minikrakenV2_ani100_cHIGH_stFalse_r6_0.45,148.46,6.01,0:25.34,8159128, 12 ,609%
minikrakenV2_ani97_cHIGH_stTrue_r1_0.15,160.04,6.97,0:14.63,8353040, 12 ,1141%
minikrakenV2_ani97_cLOW_stFalse_r6_0.55,152.63,6.70,0:13.95,8162220, 12 ,1141%
minikrakenV2_RH_S003__insert_270_1.00,1026.30,20.20,1:27.97,8141420, 12 ,1189%
minikrakenV2_ani97_cHIGH_stTrue_r6_0.95,166.28,7.22,0:16.60,8160200, 12 ,1044%
minikrakenV2_ani99_cLOW_stTrue_r2_1.00,167.11,6.82,0:15.27,8150616, 12 ,1138%
minikrakenV2_ani99_cLOW_stTrue_r0_0.25,162.53,6.53,0:14.74,8240700, 12 ,1146%
minikrakenV2_ZymoMock_0.55,138.33,6.53,0:16.46,8162260, 12 ,879%
minikrakenV2_ani99_cHIGH_stFalse_r8_0.30,166.67,6.31,0:22.23,8227012, 12 ,778%
minikrakenV2_ani100_cLOW_stTrue_r6_0.05,167.24,8.75,0:15.52,8473872, 12 ,1133%
minikrakenV2_ani99_cHIGH_stTrue_r9_0.05,167.96,7.54,0:36.93,8500968, 12 ,475%
minikrakenV2_RM2_S001__insert_270_0.65,1038.89,19.73,1:28.99,8140572, 12 ,1189%
minikrakenV2_RH_S004__insert_270_0.45,1016.04,22.77,1:36.07,8156204, 12 ,1081%
minikrakenV2_ani95_cLOW_stFalse_r0_0.45,146.57,6.14,0:13.33,8161640, 12 ,1145%
minikrakenV2_ani100_cHIGH_stTrue_r6_0.45,156.89,6.41,0:14.26,8162036, 12 ,1144%
minikrakenV2_ani100_cLOW_stFalse_r1_0.05,145.41,7.06,0:13.55,8248168, 12 ,1124%
minikrakenV2_ani99_cHIGH_stTrue_r2_0.10,159.46,7.32,0:14.58,8464300, 12 ,1143%
minikrakenV2_ani99_cHIGH_stFalse_r3_0.25,159.08,7.02,0:15.90,8243252, 12 ,1044%
minikrakenV2_ani99_cLOW_stFalse_r5_0.50,162.95,7.87,0:15.21,8167080, 12 ,1123%
minikrakenV2_NegControl_MH2_0.65,6.93,1.64,0:01.29,8077768, 12 ,661%
minikrakenV2_ani99_cHIGH_stFalse_r1_1.00,164.52,6.70,0:14.95,8158164, 12 ,1144%
minikrakenV2_ani97_cLOW_stTrue_r1_0.55,159.63,7.01,0:14.54,8156132, 12 ,1145%
minikrakenV2_ani97_cHIGH_stFalse_r1_0.35,163.25,8.47,0:15.23,8171380, 12 ,1127%
minikrakenV2_ani95_cLOW_stTrue_r3_0.45,155.50,6.91,0:14.16,8157944, 12 ,1146%
minikrakenV2_ABRF_MGRG_10ng_0.85,45.48,2.91,0:04.61,7263244, 12 ,1048%
minikrakenV2_Mavromatis_simLC_0.45,8.02,1.63,0:01.45,8127420, 12 ,662%
minikrakenV2_ani99_cHIGH_stTrue_r5_0.90,164.92,7.40,0:15.14,8160660, 12 ,1138%
minikrakenV2_ani100_cLOW_stFalse_r6_0.85,143.09,5.71,0:13.05,8145284, 12 ,1139%
minikrakenV2_HMP_even_454_SRR072233_0.85,62.35,3.43,0:06.12,8120900, 12 ,1074%
minikrakenV2_Mavromatis_simMC_0.30,9.57,1.59,0:01.60,8119716, 12 ,697%
minikrakenV2_ABRF_MGRG_Half_0.30,38.43,2.88,0:04.06,8101636, 12 ,1015%
minikrakenV2_ani100_cHIGH_stTrue_r9_0.45,166.93,7.04,0:15.21,8161652, 12 ,1143%
minikrakenV2_ani97_cHIGH_stTrue_r2_0.80,165.72,7.86,0:15.30,8161276, 12 ,1134%
minikrakenV2_Huttenhower_HC1_0.40,7.04,1.68,0:01.40,8161948, 12 ,620%
minikrakenV2_ani99_cLOW_stTrue_r4_0.30,165.39,7.17,0:15.16,8213060, 12 ,1137%
minikrakenV2_ani100_cLOW_stTrue_r2_0.10,167.70,7.40,0:15.31,8458604, 12 ,1143%
minikrakenV2_ani100_cLOW_stTrue_r5_0.90,163.31,7.38,0:14.94,8164676, 12 ,1142%
minikrakenV2_RM2_S002__insert_270_0.05,1033.68,20.55,1:28.85,8661176, 12 ,1186%
minikrakenV2_Huttenhower_LC2_0.50,1.89,1.46,0:00.88,8036032, 12 ,378%
minikrakenV2_NA12878_NegControl_SL126486_0_0.85,231.07,10.02,0:20.81,8157916, 12 ,1158%
minikrakenV2_ABRF_MGRG_5ng_0.05,35.14,3.09,0:03.81,8111896, 12 ,1002%
minikrakenV2_ani97_cHIGH_stTrue_r5_0.00,173.71,9.78,0:44.10,8450528, 12 ,416%
minikrakenV2_ani100_cHIGH_stFalse_r2_0.50,143.93,6.55,0:17.84,8166476, 12 ,843%
minikrakenV2_ani97_cLOW_stFalse_r2_0.40,157.57,7.43,0:14.47,8161576, 12 ,1139%
minikrakenV2_ani100_cLOW_stFalse_r9_0.85,150.44,6.58,0:13.74,8154544, 12 ,1142%
minikrakenV2_ani100_cHIGH_stFalse_r4_0.00,153.81,8.43,0:36.41,8366780, 12 ,445%
minikrakenV2_ani97_cHIGH_stTrue_r3_0.50,160.24,6.93,0:14.72,8159908, 12 ,1135%
minikrakenV2_ani97_cLOW_stFalse_r4_0.10,162.21,7.06,0:14.78,8404688, 12 ,1145%
minikrakenV2_ani100_cHIGH_stTrue_r8_0.95,170.73,7.13,0:16.31,8161824, 12 ,1090%
minikrakenV2_JGI_SRR033548_0.15,0.67,1.08,0:00.79,6876720, 12 ,221%
minikrakenV2_Huttenhower_LC4_0.00,1.99,1.62,0:01.08,8047784, 12 ,334%
minikrakenV2_ani97_cHIGH_stFalse_r8_0.65,157.48,6.69,0:14.30,8160956, 12 ,1147%
minikrakenV2_ani97_cLOW_stTrue_r8_0.05,161.14,7.55,0:14.83,8471160, 12 ,1136%
minikrakenV2_Huttenhower_LC3_0.80,1.97,1.58,0:00.93,7998648, 12 ,381%
minikrakenV2_ani99_cLOW_stTrue_r2_0.60,165.21,6.42,0:15.02,8153696, 12 ,1142%
minikrakenV2_ani100_cLOW_stTrue_r4_0.40,168.34,7.52,0:15.35,8169504, 12 ,1145%
minikrakenV2_ani100_cLOW_stFalse_r8_0.55,155.86,7.06,0:14.27,8165216, 12 ,1141%
minikrakenV2_MGRG_nanopore_b4.pass.2d_0.95,0.07,0.00,0:00.03,22924, 12 ,194%
minikrakenV2_ani95_cLOW_stFalse_r9_0.15,158.79,6.81,0:20.71,8296252, 12 ,799%
minikrakenV2_ani97_cLOW_stFalse_r3_0.90,156.25,6.31,0:14.17,8158548, 12 ,1146%
minikrakenV2_ani100_cHIGH_stFalse_r3_0.80,149.42,6.74,0:13.79,8161084, 12 ,1132%
minikrakenV2_RH_S003__insert_270_0.60,1031.04,20.85,1:38.96,8138636, 12 ,1062%
minikrakenV2_NA12878_NegControl_SL126487_0_0.50,369.98,14.03,0:32.85,8170760, 12 ,1168%
minikrakenV2_ani100_cHIGH_stTrue_r7_0.95,158.56,6.46,0:14.45,8160772, 12 ,1142%
minikrakenV2_ani95_cLOW_stFalse_r1_0.95,156.66,6.68,0:14.35,8153228, 12 ,1138%
minikrakenV2_UnAmbiguouslyMapped_ds.hous2_0.60,3.93,1.44,0:01.01,8103472, 12 ,528%
minikrakenV2_ani97_cLOW_stTrue_r0_0.85,160.53,6.90,0:14.58,8156020, 12 ,1148%
minikrakenV2_ani97_cHIGH_stFalse_r7_0.65,157.01,6.00,0:14.35,8162772, 12 ,1136%
minikrakenV2_ani95_cLOW_stTrue_r5_0.15,158.23,6.97,0:14.48,8318204, 12 ,1140%
minikrakenV2_ani99_cLOW_stFalse_r4_0.80,150.99,5.99,0:13.70,8159632, 12 ,1145%
minikrakenV2_JGI_SRR033547_0.15,0.08,0.00,0:00.03,50976, 12 ,261%
minikrakenV2_ABRF_MGRG_Normal_0.40,32.65,2.40,0:03.51,8127020, 12 ,997%
minikrakenV2_ani99_cHIGH_stTrue_r4_0.40,162.68,7.11,0:14.93,8161340, 12 ,1136%
minikrakenV2_ani99_cHIGH_stFalse_r5_0.75,159.80,6.03,0:14.53,8158560, 12 ,1140%
minikrakenV2_ani99_cLOW_stFalse_r3_0.00,169.55,10.00,0:41.42,8469096, 12 ,433%
minikrakenV2_NegControl_LM_0.90,7.53,1.66,0:01.35,8087824, 12 ,677%
minikrakenV2_ani95_cLOW_stTrue_r2_0.95,161.64,6.24,0:14.68,8156036, 12 ,1143%
minikrakenV2_UnAmbiguouslyMapped_ds.soil_0.10,20.10,2.40,0:02.57,8250784, 12 ,872%
minikrakenV2_ani97_cLOW_stTrue_r7_0.05,165.07,7.48,0:15.16,8469160, 12 ,1138%
minikrakenV2_UnAmbiguouslyMapped_ds.frankengenome.mix_0.05,46.08,2.99,0:04.69,8136688, 12 ,1045%
minikrakenV2_ani95_cLOW_stFalse_r6_0.15,163.06,8.10,0:15.09,8324148, 12 ,1134%
minikrakenV2_ani100_cHIGH_stTrue_r0_0.15,164.79,6.88,0:49.25,8353428, 12 ,348%
minikrakenV2_RM1_S002__insert_5000_0.20,347.13,9.40,0:30.67,8212592, 12 ,1162%
minikrakenV2_ani100_cLOW_stFalse_r7_0.55,151.49,6.50,0:13.81,8155120, 12 ,1143%
minikrakenV2_MGRG_nanopore_b9.fail.2d_0.05,0.14,0.09,0:00.14,824980, 12 ,167%
minikrakenV2_ani95_cLOW_stTrue_r9_0.80,156.70,6.30,0:14.24,8156852, 12 ,1144%
minikrakenV2_Huttenhower_LC7_0.95,1.89,1.53,0:00.90,8008556, 12 ,377%
minikrakenV2_ani99_cLOW_stFalse_r8_0.15,160.56,7.63,0:14.76,8383444, 12 ,1139%
minikrakenV2_ani99_cLOW_stTrue_r6_0.75,159.32,6.86,0:14.51,8153084, 12 ,1144%
minikrakenV2_ani100_cLOW_stTrue_r0_0.55,161.89,6.88,0:14.66,8154996, 12 ,1150%
minikrakenV2_ani97_cLOW_stFalse_r7_0.85,148.75,6.24,0:13.59,8151564, 12 ,1140%
minikrakenV2_ani100_cHIGH_stFalse_r7_0.95,158.96,6.25,0:17.40,8159908, 12 ,949%
minikrakenV2_ani97_cHIGH_stTrue_r7_0.45,159.61,6.59,0:14.49,8162508, 12 ,1146%
minikrakenV2_ani100_cHIGH_stFalse_r0_0.15,146.20,6.27,0:13.60,8256820, 12 ,1121%
minikrakenV2_ani97_cLOW_stFalse_r0_0.05,158.29,7.65,0:14.64,8489968, 12 ,1132%
minikrakenV2_ani99_cHIGH_stTrue_r0_0.55,159.17,5.93,0:14.38,8161588, 12 ,1148%
minikrakenV2_MGRG_nanopore_b1.pass.2d_0.70,0.14,0.05,0:00.11,499848, 12 ,182%
minikrakenV2_ani99_cHIGH_stFalse_r1_0.60,160.32,6.80,0:14.61,8161448, 12 ,1143%
minikrakenV2_ani99_cLOW_stFalse_r7_0.15,156.72,6.79,0:14.35,8347288, 12 ,1139%
minikrakenV2_Huttenhower_LC8_0.95,1.88,1.44,0:00.78,8037680, 12 ,422%
minikrakenV2_ani99_cLOW_stTrue_r9_0.75,164.77,7.22,0:15.71,8154480, 12 ,1094%
minikrakenV2_ani95_cLOW_stTrue_r6_0.80,157.23,6.43,0:14.32,8157912, 12 ,1142%
minikrakenV2_MGRG_nanopore_b7.pass.2d_0.55,0.23,0.50,0:00.58,3439528, 12 ,125%
minikrakenV2_ani97_cLOW_stTrue_r3_0.10,158.32,6.93,0:14.49,8494928, 12 ,1140%
minikrakenV2_ani100_cHIGH_stFalse_r8_0.95,160.13,6.93,0:24.27,8167212, 12 ,688%
minikrakenV2_HMP_even_illum_SRR172902_0.95,38.08,3.91,0:04.20,8105580, 12 ,999%
minikrakenV2_MGRG_nanopore_b8.fail.2d_0.45,0.72,1.28,0:00.85,7720824, 12 ,235%
minikrakenV2_ani97_cLOW_stFalse_r8_0.85,151.96,6.47,0:13.80,8154692, 12 ,1147%
minikrakenV2_ani95_cLOW_stFalse_r2_0.00,163.11,9.86,0:42.16,8415620, 12 ,410%
minikrakenV2_ani100_cHIGH_stTrue_r4_0.00,172.53,10.14,0:33.25,8466240, 12 ,549%
minikrakenV2_ani100_cLOW_stFalse_r3_0.40,156.68,6.64,0:14.30,8172644, 12 ,1141%
minikrakenV2_ani100_cHIGH_stTrue_r3_0.80,162.00,6.97,0:14.77,8164444, 12 ,1144%
minikrakenV2_ani95_cLOW_stFalse_r5_0.80,158.42,6.50,0:14.38,8150656, 12 ,1146%
minikrakenV2_ani97_cHIGH_stTrue_r8_0.45,159.02,6.43,0:14.44,8162920, 12 ,1145%
minikrakenV2_ani97_cLOW_stTrue_r4_0.90,171.73,7.19,0:15.72,8155984, 12 ,1138%
minikrakenV2_BioPool_0.10,7.81,1.64,0:01.35,8139572, 12 ,699%
minikrakenV2_ani97_cHIGH_stFalse_r3_0.70,155.02,5.92,0:14.07,8159396, 12 ,1143%
minikrakenV2_Raiphy_eval_RAIphy_0.90,9.72,1.66,0:01.64,8152684, 12 ,694%
minikrakenV2_UnAmbiguouslyMapped_ds.7_0.05,41.13,3.70,0:04.46,8364608, 12 ,1003%
minikrakenV2_ani95_cLOW_stTrue_r1_0.00,169.61,9.87,1:17.39,8442312, 12 ,231%
minikrakenV2_ani99_cLOW_stFalse_r0_0.95,161.32,7.17,0:14.80,8160272, 12 ,1138%
minikrakenV2_JGI_SRR033547_1.00,0.10,0.00,0:00.04,50564, 12 ,265%
minikrakenV2_MGRG_nanopore_b7.fail.2d_0.65,0.98,1.30,0:00.78,7901960, 12 ,290%
minikrakenV2_ani97_cHIGH_stFalse_r5_0.55,157.20,6.36,0:14.27,8163452, 12 ,1145%
minikrakenV2_NegControl_MH1_0.85,7.07,1.64,0:01.30,8076716, 12 ,667%
minikrakenV2_ani95_cLOW_stTrue_r7_0.25,161.68,6.67,0:14.71,8230096, 12 ,1144%
minikrakenV2_ani95_cLOW_stTrue_r5_1.00,158.46,7.37,0:14.64,8163688, 12 ,1132%
minikrakenV2_MGRG_nanopore_b1.fail.2d_0.40,0.22,0.24,0:00.34,2052652, 12 ,135%
minikrakenV2_MGRG_nanopore_R6_2d_pass_0.60,5.72,1.61,0:01.25,8084692, 12 ,583%
minikrakenV2_UnAmbiguouslyMapped_ds.gut_0.25,4.12,1.49,0:01.06,8107504, 12 ,529%
minikrakenV2_MGRG_nanopore_b8.pass.2d_0.75,0.12,0.06,0:00.09,527344, 12 ,193%
minikrakenV2_ani97_cLOW_stFalse_r9_0.20,156.11,7.05,0:14.33,8274948, 12 ,1138%
minikrakenV2_ani100_cHIGH_stFalse_r9_0.30,156.87,7.42,0:14.56,8193756, 12 ,1127%
minikrakenV2_ani100_cHIGH_stTrue_r0_1.00,166.83,7.20,0:15.36,8163824, 12 ,1132%
minikrakenV2_ani95_cLOW_stFalse_r6_1.00,165.46,7.51,0:15.23,8161016, 12 ,1135%
minikrakenV2_ani95_cLOW_stFalse_r4_0.25,150.93,7.00,0:13.87,8211708, 12 ,1138%
minikrakenV2_ani100_cHIGH_stTrue_r2_0.25,164.06,7.29,0:14.99,8238776, 12 ,1142%
minikrakenV2_RH_S001__insert_270_0.90,1049.03,20.32,1:29.91,8137564, 12 ,1189%
minikrakenV2_ani100_cLOW_stFalse_r5_0.65,158.17,6.84,0:14.41,8157628, 12 ,1144%
minikrakenV2_ani100_cLOW_stTrue_r9_0.70,167.82,8.31,0:15.48,8167300, 12 ,1137%
minikrakenV2_ani99_cHIGH_stTrue_r6_0.70,167.93,7.93,0:17.38,8162564, 12 ,1011%
minikrakenV2_ani99_cHIGH_stFalse_r7_0.45,160.20,5.93,0:14.52,8166012, 12 ,1143%
minikrakenV2_ani99_cLOW_stFalse_r1_0.30,153.68,6.45,0:13.97,8201096, 12 ,1146%
minikrakenV2_RL_S001__insert_270_0.95,1007.42,20.97,1:26.55,8138720, 12 ,1188%
minikrakenV2_ani97_cLOW_stTrue_r5_0.35,160.62,6.84,0:14.61,8175052, 12 ,1145%
minikrakenV2_RM1_S001__insert_5000_0.75,352.90,8.99,0:30.86,8140408, 12 ,1172%
minikrakenV2_Huttenhower_LC6_0.30,1.92,1.56,0:00.95,8024876, 12 ,366%
minikrakenV2_ani95_cLOW_stTrue_r8_0.25,161.86,7.52,0:14.86,8231488, 12 ,1139%
minikrakenV2_MGRG_nanopore_b9.pass.2d_0.35,0.05,0.01,0:00.03,18336, 12 ,197%
minikrakenV2_JGI_SRR033548_1.00,0.57,1.12,0:00.75,6866524, 12 ,224%
minikrakenV2_ani97_cHIGH_stTrue_r1_0.60,156.88,6.18,0:14.52,8160576, 12 ,1123%
minikrakenV2_ani100_cHIGH_stFalse_r6_0.30,153.45,7.46,0:14.25,8186452, 12 ,1128%
minikrakenV2_ani97_cLOW_stFalse_r6_0.20,154.97,6.71,0:14.16,8244832, 12 ,1141%
minikrakenV2_ani95_cLOW_stFalse_r9_1.00,148.13,6.27,0:13.50,8151360, 12 ,1143%
minikrakenV2_ZymoMock_0.20,135.18,6.39,0:12.49,8281104, 12 ,1133%
minikrakenV2_ani99_cLOW_stTrue_r0_0.50,166.59,7.88,0:15.31,8160380, 12 ,1139%
minikrakenV2_ani99_cHIGH_stFalse_r8_0.45,157.99,6.48,0:14.33,8165148, 12 ,1147%
minikrakenV2_ani99_cHIGH_stTrue_r9_0.70,167.56,6.96,0:19.25,8162580, 12 ,906%
minikrakenV2_ani100_cLOW_stTrue_r6_0.70,161.76,7.45,0:14.95,8151484, 12 ,1131%
minikrakenV2_RH_S004__insert_270_0.30,1004.06,20.66,1:29.75,8169448, 12 ,1141%
