File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r1_0.20,365.75,187.17,1:46.05,1117099608, 12 ,521%
GTDBr202RefSeqV205_ani95_cLOW_stTrue_r9_0.40,348.04,151.91,1:27.05,786711148, 12 ,574%
GTDBr202RefSeqV205_ani100_cHIGH_stTrue_r4_0.40,381.66,204.00,1:58.73,1122280752, 12 ,493%
GTDBr202RefSeqV205_ani100_cLOW_stFalse_r3_0.00,382.15,200.87,2:00.41,1108643192, 12 ,484%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r5_0.75,377.91,165.94,1:37.44,831836772, 12 ,558%
GTDBr202RefSeqV205_UnAmbiguouslyMapped_ds.7_0.20,81.25,194.85,1:28.80,1084792812, 12 ,310%
GTDBr202RefSeqV205_MGRG_nanopore_b1.fail.2d_0.65,0.24,1.50,0:01.62,7642592, 12 ,107%
GTDBr202RefSeqV205_ani100_cHIGH_stTrue_r2_0.65,404.46,230.82,2:03.98,1115303460, 12 ,512%
GTDBr202RefSeqV205_RH_S005__insert_270_0.00,2959.11,259.54,5:44.75,1124382280, 12 ,933%
GTDBr202RefSeqV205_ani100_cLOW_stFalse_r5_0.25,383.93,192.39,1:56.26,1081215172, 12 ,495%
GTDBr202RefSeqV205_ani100_cLOW_stFalse_r7_1.00,388.06,201.04,1:56.72,1108738384, 12 ,504%
GTDBr202RefSeqV205_JGI_SRR033549_0.55,25.78,73.23,0:30.34,393183940, 12 ,326%
GTDBr202RefSeqV205_MGRG_nanopore_b7.fail.2d_0.40,2.39,24.41,0:11.26,136549620, 12 ,237%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r3_0.50,391.00,144.75,1:26.75,750970688, 12 ,617%
GTDBr202RefSeqV205_MGRG_nanopore_b8.pass.2d_0.50,0.13,0.35,0:00.40,1790652, 12 ,123%
GTDBr202RefSeqV205_ani99_cLOW_stTrue_r0_0.90,361.96,199.42,1:54.87,1118921416, 12 ,488%
GTDBr202RefSeqV205_ani97_cHIGH_stFalse_r2_0.95,374.12,183.67,1:46.73,1019418340, 12 ,522%
GTDBr202RefSeqV205_ani99_cLOW_stFalse_r6_0.45,362.35,202.50,1:57.29,1106560856, 12 ,481%
GTDBr202RefSeqV205_ani99_cHIGH_stTrue_r1_0.05,382.20,206.27,2:01.61,1121989648, 12 ,483%
GTDBr202RefSeqV205_MGRG_nanopore_R6_2d_pass_0.45,16.14,108.76,0:43.92,596516032, 12 ,284%
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r7_0.05,384.60,199.71,1:58.63,1121617028, 12 ,492%
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r0_0.85,396.30,205.14,2:02.64,1118802880, 12 ,490%
GTDBr202RefSeqV205_ani100_cLOW_stTrue_r9_0.85,391.34,200.93,1:56.13,1109803452, 12 ,509%
GTDBr202RefSeqV205_ani99_cHIGH_stTrue_r6_0.85,399.72,207.51,2:02.64,1120887412, 12 ,495%
GTDBr202RefSeqV205_ani97_cHIGH_stFalse_r5_0.15,361.73,189.50,1:51.27,1075913820, 12 ,495%
GTDBr202RefSeqV205_ani99_cLOW_stTrue_r7_0.10,358.90,201.82,2:00.41,1111831516, 12 ,465%
GTDBr202RefSeqV205_ani100_cHIGH_stFalse_r8_0.65,393.99,197.69,1:55.91,1120365992, 12 ,510%
GTDBr202RefSeqV205_ani97_cHIGH_stTrue_r9_0.15,391.43,199.85,1:56.95,1114698004, 12 ,505%
GTDBr202RefSeqV205_ABRF_MGRG_5ng_0.95,73.65,41.29,0:16.13,100358248, 12 ,712%
GTDBr202RefSeqV205_ani100_cLOW_stFalse_r8_1.00,364.31,194.98,1:51.97,1090750440, 12 ,499%
GTDBr202RefSeqV205_MGRG_nanopore_b9.pass.2d_0.10,0.11,0.01,0:00.04,50444, 12 ,272%
GTDBr202RefSeqV205_ani97_cHIGH_stTrue_r1_0.95,417.97,196.77,1:56.34,1107095128, 12 ,528%
GTDBr202RefSeqV205_ani95_cLOW_stTrue_r0_0.65,390.42,144.51,1:26.68,673546840, 12 ,617%
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r8_0.05,410.79,210.85,2:09.03,1115770040, 12 ,481%
GTDBr202RefSeqV205_ani100_cLOW_stTrue_r1_0.05,368.68,197.88,1:53.48,1107654700, 12 ,499%
GTDBr202RefSeqV205_RM1_S001__insert_5000_0.80,1000.81,223.11,2:50.42,1122549732, 12 ,718%
GTDBr202RefSeqV205_Huttenhower_LC5_0.60,4.65,30.56,0:14.72,147584504, 12 ,239%
GTDBr202RefSeqV205_ani99_cLOW_stFalse_r9_0.45,362.59,185.89,1:50.34,1041138812, 12 ,497%
GTDBr202RefSeqV205_ani100_cHIGH_stFalse_r7_0.65,399.80,201.29,1:57.98,1118543516, 12 ,509%
GTDBr202RefSeqV205_ani99_cLOW_stTrue_r8_0.10,373.59,200.50,1:58.92,1117082756, 12 ,482%
GTDBr202RefSeqV205_ani99_cHIGH_stTrue_r9_0.85,398.84,204.95,2:02.56,1121788632, 12 ,492%
GTDBr202RefSeqV205_ani100_cLOW_stTrue_r6_0.85,347.43,193.06,1:50.96,1065824624, 12 ,487%
GTDBr202RefSeqV205_ani97_cLOW_stTrue_r2_0.75,402.37,229.85,1:53.72,1083685996, 12 ,555%
GTDBr202RefSeqV205_ani97_cLOW_stFalse_r1_0.55,359.83,190.29,1:50.66,1040665780, 12 ,497%
GTDBr202RefSeqV205_ani97_cHIGH_stTrue_r6_0.15,410.54,189.05,1:49.15,1113290116, 12 ,549%
GTDBr202RefSeqV205_NA12878_NegControl_SL126487_0_0.55,741.47,218.10,2:24.26,1093168348, 12 ,665%
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r4_0.90,375.27,204.67,2:00.91,1120487848, 12 ,479%
GTDBr202RefSeqV205_ani97_cLOW_stTrue_r9_0.60,359.06,204.45,1:56.07,1114056468, 12 ,485%
GTDBr202RefSeqV205_ani99_cHIGH_stTrue_r2_0.90,404.92,201.27,1:58.73,1121482520, 12 ,510%
GTDBr202RefSeqV205_NegControl_MH2_0.65,17.92,137.06,0:57.60,795152952, 12 ,269%
GTDBr202RefSeqV205_ani97_cHIGH_stFalse_r1_0.00,508.55,1148.10,26:40.62,980928660, 12 ,103%
GTDBr202RefSeqV205_ani99_cLOW_stTrue_r3_0.05,373.31,205.01,2:01.26,1121300452, 12 ,476%
GTDBr202RefSeqV205_ABRF_MGRG_1ng_0.10,86.41,42.13,0:16.68,83641460, 12 ,770%
GTDBr202RefSeqV205_ani100_cHIGH_stTrue_r6_0.70,389.42,211.39,2:02.71,1120221216, 12 ,489%
GTDBr202RefSeqV205_ani100_cLOW_stFalse_r1_0.30,356.03,197.71,1:56.56,1092169156, 12 ,475%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r7_0.45,358.44,105.72,1:06.35,472482444, 12 ,699%
GTDBr202RefSeqV205_ani99_cLOW_stTrue_r4_0.85,379.71,189.15,1:53.75,1108786624, 12 ,500%
GTDBr202RefSeqV205_ani97_cHIGH_stFalse_r6_0.80,374.22,200.81,1:52.68,1082064020, 12 ,510%
GTDBr202RefSeqV205_ani99_cLOW_stFalse_r2_0.50,381.14,197.52,1:56.27,1088023784, 12 ,497%
GTDBr202RefSeqV205_ABRF_MGRG_10ng_0.85,101.91,43.00,0:16.85,70977764, 12 ,859%
GTDBr202RefSeqV205_ani99_cHIGH_stTrue_r5_0.10,366.26,201.37,1:58.21,1121761764, 12 ,480%
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r3_0.10,349.69,183.55,1:44.55,1120428120, 12 ,510%
GTDBr202RefSeqV205_ani100_cHIGH_stFalse_r3_0.70,358.61,192.05,1:48.00,1073526516, 12 ,509%
GTDBr202RefSeqV205_ani100_cLOW_stTrue_r2_0.90,381.26,202.23,1:55.86,1067590456, 12 ,503%
GTDBr202RefSeqV205_ani97_cLOW_stTrue_r6_0.60,343.89,196.50,1:50.53,1114147004, 12 ,488%
GTDBr202RefSeqV205_Huttenhower_HC2_0.65,16.71,85.86,0:34.88,449192496, 12 ,294%
GTDBr202RefSeqV205_ani97_cLOW_stFalse_r5_0.40,373.58,191.77,1:52.06,1104068012, 12 ,504%
GTDBr202RefSeqV205_ABRF_MGRG_Half_0.30,79.78,38.11,0:16.02,100609512, 12 ,735%
GTDBr202RefSeqV205_ani97_cHIGH_stTrue_r2_0.00,488.45,268.21,2:30.76,1109210744, 12 ,501%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r8_0.45,377.10,87.36,1:01.06,400974636, 12 ,760%
GTDBr202RefSeqV205_ani97_cHIGH_stTrue_r5_0.80,386.14,194.52,1:53.85,1112481092, 12 ,509%
GTDBr202RefSeqV205_ani100_cHIGH_stTrue_r9_0.70,393.72,207.33,2:01.71,1120813204, 12 ,493%
GTDBr202RefSeqV205_ABRF_MGRG_Normal_0.35,78.48,38.44,0:16.28,103123604, 12 ,717%
GTDBr202RefSeqV205_ani95_cLOW_stTrue_r4_0.70,374.73,137.64,1:20.84,695503468, 12 ,633%
GTDBr202RefSeqV205_MGRG_nanopore_b4.fail.2d_0.80,0.46,3.85,0:04.16,19934812, 12 ,103%
GTDBr202RefSeqV205_ani100_cLOW_stTrue_r5_0.10,409.65,196.20,1:58.52,1117681180, 12 ,511%
GTDBr202RefSeqV205_Huttenhower_LC1_0.75,4.15,27.91,0:11.60,147509820, 12 ,276%
GTDBr202RefSeqV205_ani97_cHIGH_stFalse_r9_0.80,376.99,197.22,1:50.67,1099562740, 12 ,518%
GTDBr202RefSeqV205_ani95_cLOW_stTrue_r2_0.20,356.68,131.67,1:18.07,588143304, 12 ,625%
GTDBr202RefSeqV205_MGRG_nanopore_R6_2d_fail_0.85,3.30,33.81,0:14.12,190376708, 12 ,262%
GTDBr202RefSeqV205_Huttenhower_LC5_1.00,4.36,27.58,0:11.68,147459672, 12 ,273%
GTDBr202RefSeqV205_ani100_cLOW_stTrue_r3_0.40,379.81,202.70,1:58.50,1115171764, 12 ,491%
GTDBr202RefSeqV205_Huttenhower_LC7_0.25,3.90,25.53,0:10.68,136682392, 12 ,275%
GTDBr202RefSeqV205_ani100_cLOW_stFalse_r8_0.60,365.57,200.64,1:57.89,1090007636, 12 ,480%
GTDBr202RefSeqV205_Mavromatis_simLC_0.30,21.18,98.95,0:42.53,551048728, 12 ,282%
GTDBr202RefSeqV205_ani97_cLOW_stFalse_r4_0.90,381.60,177.94,1:43.43,1051705520, 12 ,540%
GTDBr202RefSeqV205_ani97_cLOW_stFalse_r3_0.10,364.34,187.97,1:52.06,1095813100, 12 ,492%
GTDBr202RefSeqV205_ani97_cHIGH_stTrue_r4_0.50,363.52,196.73,1:51.42,1111607208, 12 ,502%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r9_0.95,396.73,139.59,1:26.01,669642448, 12 ,623%
GTDBr202RefSeqV205_ani100_cHIGH_stFalse_r5_0.20,372.58,202.32,1:57.54,1108858424, 12 ,489%
GTDBr202RefSeqV205_ani97_cHIGH_stFalse_r8_0.50,382.41,200.08,1:52.00,1095831432, 12 ,520%
GTDBr202RefSeqV205_ani97_cLOW_stTrue_r0_0.30,378.62,219.21,2:01.12,1105059024, 12 ,493%
GTDBr202RefSeqV205_ani99_cLOW_stFalse_r4_0.00,374.68,204.01,2:04.51,1114807864, 12 ,464%
GTDBr202RefSeqV205_Huttenhower_LC8_0.25,4.25,29.40,0:12.33,157309240, 12 ,272%
GTDBr202RefSeqV205_ani99_cHIGH_stTrue_r3_0.40,381.76,203.75,2:00.40,1121675796, 12 ,486%
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r5_0.40,392.06,205.68,2:01.10,1120066220, 12 ,493%
GTDBr202RefSeqV205_ani100_cHIGH_stTrue_r0_0.20,411.01,206.56,2:04.61,1121829592, 12 ,495%
GTDBr202RefSeqV205_ani100_cLOW_stFalse_r7_0.60,364.22,203.97,1:58.69,1108202996, 12 ,478%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r1_0.15,410.70,207.01,2:04.85,1068513840, 12 ,494%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r6_0.95,398.66,114.90,1:13.18,541689320, 12 ,701%
GTDBr202RefSeqV205_UnAmbiguouslyMapped_ds.gut_0.00,8.65,40.60,0:17.91,235901588, 12 ,274%
GTDBr202RefSeqV205_Mavromatis_simMC_0.45,25.39,110.76,0:46.81,612300328, 12 ,290%
GTDBr202RefSeqV205_UnAmbiguouslyMapped_ds.hous1_0.80,12.73,69.67,0:29.90,419684820, 12 ,275%
GTDBr202RefSeqV205_ani99_cLOW_stFalse_r3_0.80,376.88,197.61,1:51.43,1097752136, 12 ,515%
GTDBr202RefSeqV205_ani97_cHIGH_stFalse_r7_0.50,396.90,197.69,1:55.33,1090531944, 12 ,515%
GTDBr202RefSeqV205_ani99_cLOW_stTrue_r5_0.55,394.55,205.06,2:00.00,1117551216, 12 ,499%
GTDBr202RefSeqV205_Raiphy_eval_RAIphy_0.20,24.72,106.67,0:47.00,638730440, 12 ,279%
GTDBr202RefSeqV205_ani97_cLOW_stFalse_r7_0.05,351.43,197.15,1:54.06,1091410112, 12 ,480%
GTDBr202RefSeqV205_ani97_cHIGH_stTrue_r0_0.45,399.58,199.47,1:55.30,1104022016, 12 ,519%
GTDBr202RefSeqV205_JGI_SRR033547_0.85,0.11,0.02,0:00.05,145172, 12 ,247%
GTDBr202RefSeqV205_MGRG_nanopore_b9.fail.2d_0.55,0.13,0.57,0:00.61,2850176, 12 ,115%
GTDBr202RefSeqV205_ani100_cHIGH_stFalse_r1_0.35,352.84,175.51,1:44.42,1001693692, 12 ,505%
GTDBr202RefSeqV205_ani99_cLOW_stFalse_r8_0.95,362.38,213.86,1:56.35,1087566560, 12 ,495%
GTDBr202RefSeqV205_ani97_cLOW_stTrue_r6_1.00,399.77,200.96,1:56.41,1114173924, 12 ,516%
GTDBr202RefSeqV205_UnAmbiguouslyMapped_ds.soil_0.40,43.38,161.74,1:11.24,926862408, 12 ,287%
GTDBr202RefSeqV205_ani97_cLOW_stTrue_r4_0.25,390.93,201.95,1:58.69,1107090256, 12 ,499%
GTDBr202RefSeqV205_ani95_cLOW_stTrue_r6_0.35,362.37,151.08,1:26.74,738268240, 12 ,591%
GTDBr202RefSeqV205_ani100_cLOW_stTrue_r7_0.55,372.11,204.03,1:58.41,1098127228, 12 ,486%
GTDBr202RefSeqV205_ani99_cHIGH_stTrue_r8_0.55,394.56,214.31,2:02.98,1120516392, 12 ,495%
GTDBr202RefSeqV205_Huttenhower_LC3_0.30,4.38,26.26,0:11.04,140746200, 12 ,277%
GTDBr202RefSeqV205_NegControl_LM_0.00,22.75,218.88,1:39.02,792940948, 12 ,244%
GTDBr202RefSeqV205_ani97_cLOW_stFalse_r0_0.85,367.57,199.22,1:55.20,1097408420, 12 ,491%
GTDBr202RefSeqV205_RH_S002__insert_270_0.25,2948.65,273.55,5:39.23,1124249128, 12 ,949%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r2_0.80,369.41,138.84,1:21.76,689166624, 12 ,621%
GTDBr202RefSeqV205_BMI_bmi_reads_0.20,95.89,112.73,0:46.65,491793552, 12 ,447%
GTDBr202RefSeqV205_JGI_SRR033548_0.85,1.30,9.27,0:05.62,45892848, 12 ,187%
GTDBr202RefSeqV205_MGRG_nanopore_b7.pass.2d_0.05,0.41,2.95,0:03.48,14433736, 12 ,96%
GTDBr202RefSeqV205_MGRG_nanopore_b1.pass.2d_0.20,0.16,0.33,0:00.40,1641848, 12 ,123%
GTDBr202RefSeqV205_ani97_cLOW_stFalse_r8_0.05,377.90,200.82,1:58.73,1074388368, 12 ,487%
GTDBr202RefSeqV205_RL_S001__insert_270_0.40,2890.59,271.69,5:32.79,1123781880, 12 ,950%
GTDBr202RefSeqV205_NA12878_NegControl_SL126486_0_0.80,477.22,200.55,1:56.85,1037848984, 12 ,580%
GTDBr202RefSeqV205_MGRG_nanopore_b8.fail.2d_0.15,1.67,16.95,0:08.89,95464120, 12 ,209%
GTDBr202RefSeqV205_RH_S001__insert_270_0.45,3015.42,263.21,5:42.85,1123577856, 12 ,956%
GTDBr202RefSeqV205_ani97_cLOW_stTrue_r9_1.00,387.89,201.10,1:58.54,1115418668, 12 ,496%
GTDBr202RefSeqV205_ani99_cLOW_stFalse_r7_0.95,394.53,196.34,1:52.99,1083554788, 12 ,522%
GTDBr202RefSeqV205_ani97_cHIGH_stFalse_r3_0.45,367.47,178.84,1:43.50,1047341980, 12 ,527%
GTDBr202RefSeqV205_ani99_cLOW_stTrue_r1_0.40,347.30,201.76,1:53.54,1087096216, 12 ,483%
GTDBr202RefSeqV205_ani99_cLOW_stFalse_r0_0.15,371.25,190.28,1:53.79,1027666696, 12 ,493%
GTDBr202RefSeqV205_UnAmbiguouslyMapped_ds.hous2_0.15,8.55,46.77,0:20.12,279670232, 12 ,274%
GTDBr202RefSeqV205_ani99_cHIGH_stTrue_r7_0.55,398.91,210.23,2:05.11,1122029584, 12 ,486%
GTDBr202RefSeqV205_ani100_cLOW_stTrue_r8_0.55,393.92,207.51,2:02.28,1117091664, 12 ,491%
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r1_0.55,400.48,206.90,2:01.59,1117055864, 12 ,499%
GTDBr202RefSeqV205_ani95_cLOW_stTrue_r9_0.35,369.67,150.27,1:29.23,786683516, 12 ,582%
GTDBr202RefSeqV205_ani100_cHIGH_stTrue_r4_0.35,399.42,212.25,2:02.49,1120249196, 12 ,499%
GTDBr202RefSeqV205_ani100_cLOW_stFalse_r3_0.75,379.00,202.57,1:59.10,1107161792, 12 ,488%
GTDBr202RefSeqV205_UnAmbiguouslyMapped_ds.7_0.55,80.07,193.98,1:28.10,1084822276, 12 ,311%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r5_0.00,465.09,850.65,17:38.52,825105164, 12 ,124%
GTDBr202RefSeqV205_MGRG_nanopore_b1.fail.2d_0.10,0.20,1.55,0:01.62,7640696, 12 ,107%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r1_1.00,420.71,205.53,2:03.29,800630800, 12 ,507%
GTDBr202RefSeqV205_RH_S005__insert_270_0.75,2975.23,267.13,5:40.48,1122853456, 12 ,952%
GTDBr202RefSeqV205_ani100_cHIGH_stTrue_r2_0.10,390.21,208.95,2:03.18,1122416324, 12 ,486%
GTDBr202RefSeqV205_ani100_cLOW_stFalse_r5_0.50,356.29,196.99,1:54.19,1081473796, 12 ,484%
GTDBr202RefSeqV205_JGI_SRR033549_0.20,26.24,74.08,0:30.56,393213824, 12 ,328%
GTDBr202RefSeqV205_ani95_cLOW_stFalse_r3_0.25,384.17,141.57,1:23.95,753773120, 12 ,626%
GTDBr202RefSeqV205_MGRG_nanopore_b7.fail.2d_0.35,2.49,24.23,0:11.36,136531608, 12 ,235%
GTDBr202RefSeqV205_MGRG_nanopore_b8.pass.2d_0.25,0.12,0.39,0:00.42,1790872, 12 ,122%
GTDBr202RefSeqV205_ani99_cLOW_stFalse_r6_0.30,372.20,198.83,1:57.78,1108321288, 12 ,484%
GTDBr202RefSeqV205_NegControl_MH1_0.85,18.44,137.12,0:58.55,794145392, 12 ,265%
GTDBr202RefSeqV205_ani99_cHIGH_stTrue_r1_0.70,408.48,215.20,2:05.85,1120416464, 12 ,495%
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r7_0.70,401.65,201.61,1:57.51,1120285816, 12 ,513%
GTDBr202RefSeqV205_MGRG_nanopore_R6_2d_pass_0.30,16.77,108.19,0:44.17,596506744, 12 ,282%
GTDBr202RefSeqV205_ani95_cLOW_stTrue_r8_0.90,381.44,158.48,1:32.30,768260204, 12 ,584%
GTDBr202RefSeqV205_ani97_cHIGH_stFalse_r5_0.60,381.98,193.87,1:47.22,1075952992, 12 ,537%
GTDBr202RefSeqV205_ani100_cHIGH_stFalse_r8_0.10,381.86,199.61,1:55.49,1120377432, 12 ,503%
GTDBr202RefSeqV205_ani99_cLOW_stTrue_r7_0.65,361.31,202.92,1:57.01,1112295844, 12 ,482%
GTDBr202RefSeqV205_ani97_cHIGH_stTrue_r9_0.60,382.90,199.54,1:56.42,1114238640, 12 ,500%
GTDBr202RefSeqV205_ani100_cHIGH_stTrue_r5_0.90,398.19,203.51,2:01.04,1122078736, 12 ,497%
GTDBr202RefSeqV205_MGRG_nanopore_b9.pass.2d_0.65,0.11,0.01,0:00.04,51600, 12 ,290%
GTDBr202RefSeqV205_NA12878_NegControl_SL126488_0_0.90,316.32,203.85,1:48.24,1100651012, 12 ,480%
GTDBr202RefSeqV205_Huttenhower_HC1_0.85,16.59,85.03,0:34.00,432726648, 12 ,298%
GTDBr202RefSeqV205_ani95_cLOW_stTrue_r0_0.10,427.20,248.49,3:07.03,668570932, 12 ,361%
GTDBr202RefSeqV205_ani97_cLOW_stTrue_r5_0.80,370.41,202.26,1:58.85,1115910588, 12 ,481%
GTDBr202RefSeqV205_ani99_cHIGH_stFalse_r8_0.70,405.85,195.08,1:54.84,1121087136, 12 ,523%
GTDBr202RefSeqV205_ani100_cLOW_stTrue_r1_0.70,369.38,205.61,1:59.52,1105781448, 12 ,481%
